Official symbol for Interactor A,Official symbol for Interactor B,Organism ID for Interactor A,Organism ID for Interactor B,Interaction Throughput,Quantitative Score,Genes,Log2FoldChange,FoldChange,Regulation
DYRK2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.981424116,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SAT2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999770951,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEF,VDAC3,Homo sapiens,Homo sapiens,High Throughput,1.454600051,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ATP6V1B1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.967793528,POTEF,1.15913675461693,2.23323760493036,UpRegulated
IKZF1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.997560883,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HDDC3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998667043,POTEF,1.15913675461693,2.23323760493036,UpRegulated
BCL2L14,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.971135681,POTEF,1.15913675461693,2.23323760493036,UpRegulated
KDELR3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.954405796,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LYZL2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.961256853,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CD48,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.92229704,POTEF,1.15913675461693,2.23323760493036,UpRegulated
UGT2B28,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.947402555,POTEF,1.15913675461693,2.23323760493036,UpRegulated
VSTM2A,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.983084119,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LYPD4,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.927053131,POTEF,1.15913675461693,2.23323760493036,UpRegulated
COLQ,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999983517,POTEF,1.15913675461693,2.23323760493036,UpRegulated
OSGEP,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999867591,POTEF,1.15913675461693,2.23323760493036,UpRegulated
COPS3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999891632,POTEF,1.15913675461693,2.23323760493036,UpRegulated
GML,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.996179486,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LPGAT1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999832086,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEF,VDAC2,Homo sapiens,Homo sapiens,High Throughput,1.532598795,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TUBB2B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99551178,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEF,TOMM5,Homo sapiens,Homo sapiens,High Throughput,1.510735253,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEF,TOMM22,Homo sapiens,Homo sapiens,High Throughput,1.457368004,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FAM173B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.995391217,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TSPAN8,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998460276,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TMEM87A,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.927320325,POTEF,1.15913675461693,2.23323760493036,UpRegulated
BTNL2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.980051655,POTEF,1.15913675461693,2.23323760493036,UpRegulated
EMID1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.988282868,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ALG2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.972906495,POTEF,1.15913675461693,2.23323760493036,UpRegulated
IL25,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.968258037,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ZNF346,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.933317242,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SLAIN2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.984411961,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LCN6,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.997430832,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LOC254896,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.978000643,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEF,HADHB,Homo sapiens,Homo sapiens,High Throughput,1.520474273,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CD93,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999958131,POTEF,1.15913675461693,2.23323760493036,UpRegulated
MRPS31,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99335411,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEF,MTX1,Homo sapiens,Homo sapiens,High Throughput,1.660314096,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CER1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.92056634,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FCN1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.92902395,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ATP6V1G2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.938970331,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SEC16B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.991548469,POTEF,1.15913675461693,2.23323760493036,UpRegulated
OCLM,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999765585,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FURIN,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.961397778,POTEF,1.15913675461693,2.23323760493036,UpRegulated
C7orf34,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.900275278,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SENP3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999380894,POTEF,1.15913675461693,2.23323760493036,UpRegulated
BTN2A1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.943320931,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FAM24B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999200958,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TRIB2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.982876075,POTEF,1.15913675461693,2.23323760493036,UpRegulated
RPS27,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999898358,POTEF,1.15913675461693,2.23323760493036,UpRegulated
IGF2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998743493,POTEF,1.15913675461693,2.23323760493036,UpRegulated
GNG8,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.97951919,POTEF,1.15913675461693,2.23323760493036,UpRegulated
GALK2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99655002,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HACE1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.969448977,POTEF,1.15913675461693,2.23323760493036,UpRegulated
GPR88,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.973920123,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CATSPER4,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.91883495,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TUBB8,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.937324363,POTEF,1.15913675461693,2.23323760493036,UpRegulated
MAGEA10,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999978728,POTEF,1.15913675461693,2.23323760493036,UpRegulated
AHSG,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.992794954,POTEF,1.15913675461693,2.23323760493036,UpRegulated
RIMS3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998709193,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SLC25A40,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99296192,POTEF,1.15913675461693,2.23323760493036,UpRegulated
IGHD,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.943134143,POTEF,1.15913675461693,2.23323760493036,UpRegulated
PCNX,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.982067086,POTEF,1.15913675461693,2.23323760493036,UpRegulated
P2RY10,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.986637852,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TSHR,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.961880919,POTEF,1.15913675461693,2.23323760493036,UpRegulated
BNC1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.951713604,POTEF,1.15913675461693,2.23323760493036,UpRegulated
NMD3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.995137378,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CSNK1E,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.986495841,POTEF,1.15913675461693,2.23323760493036,UpRegulated
PLXNC1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.950767171,POTEF,1.15913675461693,2.23323760493036,UpRegulated
MAS1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.986226487,POTEF,1.15913675461693,2.23323760493036,UpRegulated
PRSS2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.907658232,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SERTAD4,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.984853702,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TKT,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.97264354,POTEF,1.15913675461693,2.23323760493036,UpRegulated
AKR1B10,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.97325483,POTEF,1.15913675461693,2.23323760493036,UpRegulated
INSL6,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.908755405,POTEF,1.15913675461693,2.23323760493036,UpRegulated
GC,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999976973,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FAM206A,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.987143395,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SNX16,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.994322029,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FOXF2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998197489,POTEF,1.15913675461693,2.23323760493036,UpRegulated
USH1G,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.996349958,POTEF,1.15913675461693,2.23323760493036,UpRegulated
NUBP2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.983348968,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEC,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999599303,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ADA,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999668142,POTEF,1.15913675461693,2.23323760493036,UpRegulated
MAPK13,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.978821871,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEC,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99905771,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LMX1B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99997751,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CCNJ,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99834741,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CELA3A,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998329841,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TKT,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.952899992,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CELA3A,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.996815905,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TMCO3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.954592791,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CACNG3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998042645,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CNDP1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998227282,POTEF,1.15913675461693,2.23323760493036,UpRegulated
UROD,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.957067827,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HGFAC,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.957400696,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TSHR,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.956270812,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TNIP1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99582845,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ACTBL2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999758188,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LPGAT1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999885633,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ASB14,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.989073645,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CHST7,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.939303567,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TYW5,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.979275232,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SUN2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.927826736,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HSD17B7P2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.98396585,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SCIN,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99998117,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HSFY1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.995935988,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ANTXR1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.907594961,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LPAR4,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.912267777,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HLA-DQB2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.920256377,POTEF,1.15913675461693,2.23323760493036,UpRegulated
UROD,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.939611779,POTEF,1.15913675461693,2.23323760493036,UpRegulated
POTEB3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999995105,POTEF,1.15913675461693,2.23323760493036,UpRegulated
MAGEA10,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999979871,POTEF,1.15913675461693,2.23323760493036,UpRegulated
LMX1B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999974113,POTEF,1.15913675461693,2.23323760493036,UpRegulated
GC,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999970473,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ACTBL2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.999767589,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ARFGAP1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.993995164,POTEF,1.15913675461693,2.23323760493036,UpRegulated
RPS27,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99993326,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ANTXR1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.945865248,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CACNG3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.996926827,POTEF,1.15913675461693,2.23323760493036,UpRegulated
GALK2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.996096885,POTEF,1.15913675461693,2.23323760493036,UpRegulated
AKR1B10,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.960028848,POTEF,1.15913675461693,2.23323760493036,UpRegulated
MAPK13,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.977236815,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FAM206A,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.976723135,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CSNK1E,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.977591512,POTEF,1.15913675461693,2.23323760493036,UpRegulated
AGO2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.91292084,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CD97,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.926609893,POTEF,1.15913675461693,2.23323760493036,UpRegulated
MAS1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.979163793,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SERTAD4,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.975821707,POTEF,1.15913675461693,2.23323760493036,UpRegulated
DOC2B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.976586291,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ASB14,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.981578692,POTEF,1.15913675461693,2.23323760493036,UpRegulated
NMD3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.986647343,POTEF,1.15913675461693,2.23323760493036,UpRegulated
AHSG,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.989361327,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ATP6V1C2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998145298,POTEF,1.15913675461693,2.23323760493036,UpRegulated
SEC16B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.991242546,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TNIP1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.993997872,POTEF,1.15913675461693,2.23323760493036,UpRegulated
CCNJ,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.998016781,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TMCO3,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.977782717,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ARFGAP1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.99430553,POTEF,1.15913675461693,2.23323760493036,UpRegulated
DUSP22,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.97881147,POTEF,1.15913675461693,2.23323760493036,UpRegulated
DMC1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.968429912,POTEF,1.15913675461693,2.23323760493036,UpRegulated
DUSP22,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.972953832,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HSFY1,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.995203528,POTEF,1.15913675461693,2.23323760493036,UpRegulated
TUBB4B,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.983568339,POTEF,1.15913675461693,2.23323760493036,UpRegulated
USH1G,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.996290253,POTEF,1.15913675461693,2.23323760493036,UpRegulated
ATP6V1C2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.995659431,POTEF,1.15913675461693,2.23323760493036,UpRegulated
HLA-DQB2,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.941335538,POTEF,1.15913675461693,2.23323760493036,UpRegulated
A4GNT,POTEF,Homo sapiens,Homo sapiens,High Throughput,0.964517417,POTEF,1.15913675461693,2.23323760493036,UpRegulated
FOXJ1,CDK20,Homo sapiens,Homo sapiens,High Throughput,0.999999868,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,TBC1D32,Homo sapiens,Homo sapiens,High Throughput,0.999999984,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,RFX2,Homo sapiens,Homo sapiens,High Throughput,0.999999959,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,PEX14,Homo sapiens,Homo sapiens,High Throughput,0.965553158,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,CDK20,Homo sapiens,Homo sapiens,High Throughput,0.999999825,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,RFX1,Homo sapiens,Homo sapiens,High Throughput,0.99999995,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,RFX2,Homo sapiens,Homo sapiens,High Throughput,0.999998464,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,RFX1,Homo sapiens,Homo sapiens,High Throughput,0.999999949,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,ASPM,Homo sapiens,Homo sapiens,High Throughput,0.963754178,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,PEX14,Homo sapiens,Homo sapiens,High Throughput,0.991703632,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,ASPM,Homo sapiens,Homo sapiens,High Throughput,0.964285449,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,TBC1D32,Homo sapiens,Homo sapiens,High Throughput,0.999999989,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,RFX3,Homo sapiens,Homo sapiens,High Throughput,0.99999999,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
FOXJ1,RFX3,Homo sapiens,Homo sapiens,High Throughput,0.999999949,FOXJ1,-1.15600371268471,2.22839303626024,DownRegulated
SDC4,ABCB10,Homo sapiens,Homo sapiens,High Throughput,0.998223206,SDC4,1.14132435045503,2.20583419178054,UpRegulated
FGF1,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.999914402,SDC4,1.14132435045503,2.20583419178054,UpRegulated
HADHA,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.99999639,SDC4,1.14132435045503,2.20583419178054,UpRegulated
ADORA2B,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.984654631,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,AMPD2,Homo sapiens,Homo sapiens,High Throughput,0.999217385,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,ZBTB1,Homo sapiens,Homo sapiens,High Throughput,0.998549603,SDC4,1.14132435045503,2.20583419178054,UpRegulated
GPR183,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.998242248,SDC4,1.14132435045503,2.20583419178054,UpRegulated
FGF1,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.999424806,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,LRRC16A,Homo sapiens,Homo sapiens,High Throughput,0.991135227,SDC4,1.14132435045503,2.20583419178054,UpRegulated
KRT35,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.999731742,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,FGFR2,Homo sapiens,Homo sapiens,High Throughput,0.997055346,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,METTL8,Homo sapiens,Homo sapiens,High Throughput,0.999834831,SDC4,1.14132435045503,2.20583419178054,UpRegulated
EVA1B,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.999982737,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,VANGL1,Homo sapiens,Homo sapiens,High Throughput,0.999781494,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,ZBTB48,Homo sapiens,Homo sapiens,High Throughput,0.998602189,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,GMEB2,Homo sapiens,Homo sapiens,High Throughput,0.999998667,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,VANGL2,Homo sapiens,Homo sapiens,High Throughput,0.994530617,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,PRDM10,Homo sapiens,Homo sapiens,High Throughput,0.999983178,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,C17orf80,Homo sapiens,Homo sapiens,High Throughput,0.998689625,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC2,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.999999773,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,FGF2,Homo sapiens,Homo sapiens,High Throughput,0.999960048,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,PARP2,Homo sapiens,Homo sapiens,High Throughput,0.955371624,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,DHRS2,Homo sapiens,Homo sapiens,High Throughput,0.99998791,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,GMEB1,Homo sapiens,Homo sapiens,High Throughput,0.999997174,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,ZNF92,Homo sapiens,Homo sapiens,High Throughput,0.994869133,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,HADHB,Homo sapiens,Homo sapiens,High Throughput,0.981121576,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,TMEM192,Homo sapiens,Homo sapiens,High Throughput,0.96069553,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,CAMKV,Homo sapiens,Homo sapiens,High Throughput,0.999427176,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,GTF3C2,Homo sapiens,Homo sapiens,High Throughput,0.984562036,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,FGFR3,Homo sapiens,Homo sapiens,High Throughput,0.999669315,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,TGFBR3,Homo sapiens,Homo sapiens,High Throughput,0.98250376,SDC4,1.14132435045503,2.20583419178054,UpRegulated
GPR183,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.996320407,SDC4,1.14132435045503,2.20583419178054,UpRegulated
FGF4,SDC4,Homo sapiens,Homo sapiens,High Throughput,0.939666007,SDC4,1.14132435045503,2.20583419178054,UpRegulated
HAP1,NOSIP,Homo sapiens,Homo sapiens,High Throughput,0.977430372,HAP1,1.13344525231078,2.19382014128947,UpRegulated
TAF1D,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
FAM173A,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
CCDC113,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
KATNBL1,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
C8orf33,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
CRIP1,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
MPP3,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
COL9A2,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
HAP1,IMPACT,Homo sapiens,Homo sapiens,High Throughput,0.999406236,HAP1,1.13344525231078,2.19382014128947,UpRegulated
CBX8,HAP1,Homo sapiens,Homo sapiens,High Throughput,2.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
TSPYL1,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
SRSF4,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
RPS10,HAP1,Homo sapiens,Homo sapiens,High Throughput,1.0,HAP1,1.13344525231078,2.19382014128947,UpRegulated
