Gene,Disease,Category
HSPA1B,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),Rare Diseases
HSPA1B,Carcinoma,Cancer
HSPA1B,Colorectal Carcinoma,Cancer
HSPA1B,Colorectal Cancer,Cancer
HSPA1B,Urothelial Carcinoma,Cancer
HSPA1B,Primary malignant neoplasm,Cancer
HSPA1B,Paranoid Schizophrenia,Neurological Diseases
HSPA1B,Malignant Neoplasms,Cancer
HSPA1B,Autoimmune thyroid disease,Rare Diseases
HSPA1B,Childhood Acute Lymphoblastic Leukemia,Cancer
HSPA1B,Ki-1+ Anaplastic Large Cell Lymphoma,Cancer
HSPA1B,Schizophrenia,Neurological Diseases
HSPA1B,Carcinoma,Cancer
HSPA1B,Mammary Neoplasms,Cancer
HSPA1B,Breast Carcinoma,Cancer
HSPA1B,Breast Cancer,Cancer
ICAM1,Lymphoma,Cancer
ICAM1,Non-Small Cell Lung Carcinoma,Cancer
ICAM1,Autoimmune Diseases,Rare Diseases
ICAM1,Ovarian Carcinoma,Cancer
ICAM1,cervical cancer,Cancer
ICAM1,Malignant neoplasm of ovary,Cancer
ICAM1,Malignant tumor of cervix,Cancer
ICAM1,Neoplasm Metastasis,Cancer
ICAM1,Leukemia,Cancer
ICAM1,Glomerulonephritis,Rare Diseases
ICAM1,Cervix carcinoma,Cancer
ICAM1,Kaposi Sarcoma,Cancer
ICAM1,Liver neoplasms,Cancer
ICAM1,Mammary Neoplasms,Cancer
ICAM1,leukemia,Cancer
ICAM1,Pancreatic carcinoma,Cancer
ICAM1,Alzheimer's Disease,Neurological Diseases
ICAM1,Adenocarcinoma of pancreas,Cancer
ICAM1,Epithelial ovarian cancer,Cancer
ICAM1,Malignant neoplasm of pancreas,Cancer
ICAM1,Acquired Immunodeficiency Syndrome,Rare Diseases
ICAM1,Malignant neoplasm of mouth,Cancer
ICAM1,Adult T-Cell Lymphoma/Leukemia,Cancer
ICAM1,Brain Neoplasms,Cancer
ICAM1,Malignant neoplasm of lung,Cancer
ICAM1,Leukemia,Cancer
ICAM1,Chronic Lymphocytic Leukemia,Cancer
ICAM1,Tumor Progression,Cancer
ICAM1,Malignant neoplasm of breast,Cancer
ICAM1,Bladder Neoplasm,Cancer
ICAM1,Liver carcinoma,Cancer
ICAM1,Colonic Neoplasms,Cancer
ICAM1,Nasopharyngeal carcinoma,Cancer
ICAM1,Carcinoma of lung,Cancer
ICAM1,Stomach Carcinoma,Cancer
ICAM1,B-Cell Lymphomas,Cancer
ICAM1,Colon Carcinoma,Cancer
ICAM1,Malignant neoplasm of stomach,Cancer
ICAM1,Osteosarcoma of bone,Cancer
ICAM1,Lip and Oral Cavity Carcinoma,Cancer
ICAM1,Stomach Neoplasms,Cancer
ICAM1,melanoma,Cancer
ICAM1,Primary malignant neoplasm of lung,Cancer
ICAM1,Breast Carcinoma,Cancer
ICAM1,Osteosarcoma,Cancer
ICAM1,Secondary malignant neoplasm of bone,Cancer
ICAM1,Thyroid carcinoma,Cancer
ICAM1,Small cell carcinoma of lung,Cancer
ICAM1,Acute Promyelocytic Leukemia,Cancer
ICAM1,Acute lymphocytic leukemia,Cancer
ICAM1,Colorectal Neoplasms,Cancer
ICAM1,Prostate carcinoma,Cancer
ICAM1,Adenocarcinoma,Cancer
ICAM1,Malignant tumor of colon,Cancer
ICAM1,ovarian neoplasm,Cancer
ICAM1,Myeloid Leukemia,Cancer
ICAM1,Prostatic Neoplasms,Cancer
ICAM1,Squamous cell carcinoma,Cancer
ICAM1,Malignant neoplasm of prostate,Cancer
ICAM1,Pancreatic Neoplasm,Cancer
ICAM1,Parkinson Disease,Neurological Diseases
ICAM1,Autoimmune thyroiditis,Rare Diseases
ICAM1,Mouth Neoplasms,Cancer
ICAM1,precancerous lesions,Cancer
ICAM1,Experimental Organism Basal Cell Carcinoma,Cancer
ICAM1,Tumor Immunity,Cancer
ICAM1,Lymphoma,Cancer
ICAM1,IGA Glomerulonephritis,Rare Diseases
ICAM1,Hematologic Neoplasms,Cancer
ICAM1,Malignant neoplasm of liver,Cancer
ICAM1,Familial lichen amyloidosis,Rare Diseases
ICAM1,Renal Cell Carcinoma,Cancer
ICAM1,Solid Neoplasm,Cancer
ICAM1,Adenocarcinoma of lung (disorder),Cancer
ICAM1,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),Rare Diseases
ICAM1,Classical Hodgkin's Lymphoma,Cancer
ICAM1,Colorectal Carcinoma,Cancer
ICAM1,Metastatic melanoma,Cancer
ICAM1,Myeloid Leukemia,Cancer
ICAM1,Esophageal Neoplasms,Cancer
ICAM1,Chondrosarcoma,Cancer
ICAM1,Secondary malignant neoplasm of lymph node,Cancer
ICAM1,Amyloidosis,Rare Diseases
ICAM1,Colorectal Cancer,Cancer
ICAM1,Secondary malignant neoplasm of lung,Cancer
ICAM1,Autoimmune,Rare Diseases
ICAM1,Malignant neoplasm of thyroid,Cancer
ICAM1,Secondary malignant neoplasm of liver,Cancer
ICAM1,Adenocarcinoma Of Esophagus,Cancer
ICAM1,Epilepsy,Neurological Diseases
ICAM1,Papillary thyroid carcinoma,Cancer
ICAM1,Renal carcinoma,Cancer
ICAM1,Malignant neoplasm of esophagus,Cancer
ICAM1,Childhood Acute Lymphoblastic Leukemia,Cancer
ICAM1,Liver and Intrahepatic Biliary Tract Carcinoma,Cancer
ICAM1,Ki-1+ Anaplastic Large Cell Lymphoma,Cancer
ICAM1,Follicular thyroid carcinoma,Cancer
ICAM1,Uveal melanoma,Cancer
ICAM1,Ovarian adenocarcinoma,Cancer
ICAM1,Marginal Zone B-Cell Lymphoma,Cancer
ICAM1,Polyglandular Type I Autoimmune Syndrome,Rare Diseases
ICAM1,Esophageal carcinoma,Cancer
ICAM1,Schizophrenia,Neurological Diseases
ICAM1,Malignant neoplasm of skin,Cancer
ICAM1,Burkitt Lymphoma,Cancer
ICAM1,Mucosa-Associated Lymphoid Tissue Lymphoma,Cancer
ICAM1,Eosinophilic leukemia,Cancer
ICAM1,Autoimmune liver disease,Rare Diseases
ICAM1,Malignant neoplasm of kidney,Cancer
ICAM1,Childhood Burkitt Lymphoma,Cancer
ICAM1,Cutaneous Melanoma,Cancer
ICAM1,Neoplasm,Cancer
ICAM1,Primary Effusion Lymphoma,Cancer
ICAM1,Mouth Neoplasms,Cancer
ICAM1,Charcot-Marie-Tooth disease type 1D ORPHA:101084,Rare Diseases
ICAM1,Charcot-Marie-Tooth disease type 4E ORPHA:99951,Rare Diseases
ICAM1,Nasopharyngeal carcinoma ORPHA:150,Cancer
ICAM1,STAT3-related early-onset multisystem autoimmune disease ORPHA:438159,Rare Diseases
ICAM1,T-cell large granular lymphocyte leukemia ORPHA:86872,Cancer
IL1A,Lymphoma,Cancer
IL1A,Non-Small Cell Lung Carcinoma,Cancer
IL1A,Autoimmune Diseases,Rare Diseases
IL1A,Ovarian Carcinoma,Cancer
IL1A,cervical cancer,Cancer
IL1A,Malignant neoplasm of ovary,Cancer
IL1A,Tumor Angiogenesis,Cancer
IL1A,Malignant tumor of cervix,Cancer
IL1A,Lung Neoplasms,Cancer
IL1A,Neoplasm Metastasis,Cancer
IL1A,Leukemia,Cancer
IL1A,Glomerulonephritis,Rare Diseases
IL1A,Cervix carcinoma,Cancer
IL1A,Kaposi Sarcoma,Cancer
IL1A,Liver neoplasms,Cancer
IL1A,Mammary Neoplasms,Cancer
IL1A,leukemia,Cancer
IL1A,Pancreatic carcinoma,Cancer
IL1A,Alzheimer's Disease,Neurological Diseases
IL1A,Adenocarcinoma of pancreas,Cancer
IL1A,Epithelial ovarian cancer,Cancer
IL1A,Malignant neoplasm of pancreas,Cancer
IL1A,Acquired Immunodeficiency Syndrome,Rare Diseases
IL1A,Adult T-Cell Lymphoma/Leukemia,Cancer
IL1A,Diffuse Large B-Cell Lymphoma,Cancer
IL1A,Malignant neoplasm of lung,Cancer
IL1A,Leukemia,Cancer
IL1A,Chronic Lymphocytic Leukemia,Cancer
IL1A,Tumor Progression,Cancer
IL1A,Malignant neoplasm of breast,Cancer
IL1A,Bladder Neoplasm,Cancer
IL1A,Liver carcinoma,Cancer
IL1A,Nasopharyngeal carcinoma,Cancer
IL1A,Endometrial Neoplasms,Cancer
IL1A,Malignant neoplasm of vulva,Cancer
IL1A,Carcinoma of lung,Cancer
IL1A,Stomach Carcinoma,Cancer
IL1A,B-Cell Lymphomas,Cancer
IL1A,Colon Carcinoma,Cancer
IL1A,Fibrosarcoma,Cancer
IL1A,Malignant neoplasm of stomach,Cancer
IL1A,Osteosarcoma of bone,Cancer
IL1A,Stomach Neoplasms,Cancer
IL1A,melanoma,Cancer
IL1A,Primary malignant neoplasm of lung,Cancer
IL1A,Breast Carcinoma,Cancer
IL1A,Osteosarcoma,Cancer
IL1A,Thyroid carcinoma,Cancer
IL1A,Familial Alzheimer Disease (FAD),Neurological Diseases
IL1A,Acute lymphocytic leukemia,Cancer
IL1A,Prostate carcinoma,Cancer
IL1A,Adenocarcinoma,Cancer
IL1A,Malignant tumor of colon,Cancer
IL1A,Idiopathic crescentic glomerulonephritis,Rare Diseases
IL1A,ovarian neoplasm,Cancer
IL1A,Malignant neoplasm of endometrium,Cancer
IL1A,Uterine Corpus Cancer,Cancer
IL1A,Squamous cell carcinoma,Cancer
IL1A,Malignant neoplasm of prostate,Cancer
IL1A,Autoimmune,Rare Diseases
IL1A,Pancreatic Neoplasm,Cancer
IL1A,Parkinson Disease,Neurological Diseases
IL1A,Autoimmune thyroiditis,Rare Diseases
IL1A,precancerous lesions,Cancer
IL1A,Carcinoma of bladder,Cancer
IL1A,IGA Glomerulonephritis,Rare Diseases
IL1A,Malignant neoplasm of liver,Cancer
IL1A,CARCINOMA OF VULVA,Cancer
IL1A,Renal Cell Carcinoma,Cancer
IL1A,Alzheimer Disease,Neurological Diseases
IL1A,Solid Neoplasm,Cancer
IL1A,Endometrial Carcinoma,Cancer
IL1A,Adenocarcinoma of lung (disorder),Cancer
IL1A,Colorectal Carcinoma,Cancer
IL1A,Pancreatic Ductal Adenocarcinoma,Cancer
IL1A,Metastatic melanoma,Cancer
IL1A,Myeloid Leukemia,Cancer
IL1A,Chondrosarcoma,Cancer
IL1A,Secondary malignant neoplasm of lymph node,Cancer
IL1A,Amyloidosis,Rare Diseases
IL1A,Colorectal Cancer,Cancer
IL1A,Skin Neoplasms,Cancer
IL1A,Squamous cell carcinoma of the head and neck,Cancer
IL1A,Secondary malignant neoplasm of lung,Cancer
IL1A,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
IL1A,Autoimmune,Rare Diseases
IL1A,Epilepsy,Neurological Diseases
IL1A,gastric cancer,Cancer
IL1A,Papillary thyroid carcinoma,Cancer
IL1A,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Cancer
IL1A,AA amyloidosis,Rare Diseases
IL1A,Chronic Infantile Neurological,Neurological Diseases
IL1A,Hairy Cell Leukemia,Cancer
IL1A,Follicular thyroid carcinoma,Cancer
IL1A,Uveal melanoma,Cancer
IL1A,Ovarian adenocarcinoma,Cancer
IL1A,Nephrotic Syndrome,Rare Diseases
IL1A,Bipolar Disorder,Neurological Diseases
IL1A,Schizophrenia,Neurological Diseases
IL1A,Malignant neoplasm of skin,Cancer
IL1A,T-Cell Lymphoma,Cancer
IL1A,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Cancer
IL1A,Oropharyngeal Carcinoma,Cancer
IL1A,Lymphomatoid Papulosis,Cancer
IL1A,Reactive systemic amyloidosis,Rare Diseases
IL1A,Autism Spectrum Disorders,Neurological Diseases
IL1A,Neoplasms,Cancer
IL1A,Skin Cancer,Cancer
IL1A,Adenocarcinoma of ovary ORPHA:213504,Cancer
IL1B,Lymphoma,Cancer
IL1B,Non-Small Cell Lung Carcinoma,Cancer
IL1B,Autoimmune Diseases,Rare Diseases
IL1B,Ovarian Carcinoma,Cancer
IL1B,cervical cancer,Cancer
IL1B,Malignant neoplasm of ovary,Cancer
IL1B,Tumor Angiogenesis,Cancer
IL1B,Malignant tumor of cervix,Cancer
IL1B,Lung Neoplasms,Cancer
IL1B,Neoplasm Metastasis,Cancer
IL1B,Mammary Neoplasms,Cancer
IL1B,Leukemia,Cancer
IL1B,Anti-Basement Membrane Glomerulonephritis,Rare Diseases
IL1B,Glomerulonephritis,Rare Diseases
IL1B,Cervix carcinoma,Cancer
IL1B,Kaposi Sarcoma,Cancer
IL1B,Liver neoplasms,Cancer
IL1B,Mammary Neoplasms,Cancer
IL1B,leukemia,Cancer
IL1B,Pancreatic carcinoma,Cancer
IL1B,Alzheimer's Disease,Neurological Diseases
IL1B,Adenocarcinoma of pancreas,Cancer
IL1B,Epithelial ovarian cancer,Cancer
IL1B,Malignant neoplasm of pancreas,Cancer
IL1B,Acquired Immunodeficiency Syndrome,Rare Diseases
IL1B,Malignant neoplasm of mouth,Cancer
IL1B,Adult T-Cell Lymphoma/Leukemia,Cancer
IL1B,Diffuse Large B-Cell Lymphoma,Cancer
IL1B,Brain Neoplasms,Cancer
IL1B,Malignant neoplasm of lung,Cancer
IL1B,Fibroid Tumor,Cancer
IL1B,Leukemia,Cancer
IL1B,Chronic Lymphocytic Leukemia,Cancer
IL1B,Tumor Progression,Cancer
IL1B,Malignant neoplasm of breast,Cancer
IL1B,Bladder Neoplasm,Cancer
IL1B,Liver carcinoma,Cancer
IL1B,Colonic Neoplasms,Cancer
IL1B,Nasopharyngeal carcinoma,Cancer
IL1B,Endometrial Neoplasms,Cancer
IL1B,Malignant neoplasm of vulva,Cancer
IL1B,Carcinoma of lung,Cancer
IL1B,Stomach Carcinoma,Cancer
IL1B,B-Cell Lymphomas,Cancer
IL1B,Colon Carcinoma,Cancer
IL1B,Fibrosarcoma,Cancer
IL1B,Malignant neoplasm of stomach,Cancer
IL1B,Osteosarcoma of bone,Cancer
IL1B,Lip and Oral Cavity Carcinoma,Cancer
IL1B,Stomach Neoplasms,Cancer
IL1B,melanoma,Cancer
IL1B,Primary malignant neoplasm of lung,Cancer
IL1B,Breast Carcinoma,Cancer
IL1B,Osteosarcoma,Cancer
IL1B,Thyroid carcinoma,Cancer
IL1B,M5b Acute differentiated monocytic leukemia,Cancer
IL1B,Familial Alzheimer Disease (FAD),Neurological Diseases
IL1B,Tumor Promotion,Cancer
IL1B,Acute Promyelocytic Leukemia,Cancer
IL1B,Acute lymphocytic leukemia,Cancer
IL1B,Colorectal Neoplasms,Cancer
IL1B,Acute monocytic leukemia,Cancer
IL1B,Prostate carcinoma,Cancer
IL1B,Adenocarcinoma,Cancer
IL1B,Malignant tumor of colon,Cancer
IL1B,Idiopathic crescentic glomerulonephritis,Rare Diseases
IL1B,ovarian neoplasm,Cancer
IL1B,Myeloid Leukemia,Cancer
IL1B,Malignant neoplasm of endometrium,Cancer
IL1B,Uterine Corpus Cancer,Cancer
IL1B,Squamous cell carcinoma,Cancer
IL1B,Malignant neoplasm of prostate,Cancer
IL1B,Autoimmune,Rare Diseases
IL1B,Malignant neoplasm of urinary bladder,Cancer
IL1B,Pancreatic Neoplasm,Cancer
IL1B,Parkinson Disease,Neurological Diseases
IL1B,Autoimmune thyroiditis,Rare Diseases
IL1B,Mouth Neoplasms,Cancer
IL1B,precancerous lesions,Cancer
IL1B,Carcinoma of bladder,Cancer
IL1B,Lymphoma,Cancer
IL1B,IGA Glomerulonephritis,Rare Diseases
IL1B,Hematologic Neoplasms,Cancer
IL1B,Carcinoma,Cancer
IL1B,CARCINOMA OF VULVA,Cancer
IL1B,Renal Cell Carcinoma,Cancer
IL1B,Alzheimer Disease,Neurological Diseases
IL1B,Solid Neoplasm,Cancer
IL1B,Endometrial Carcinoma,Cancer
IL1B,Adenocarcinoma of lung (disorder),Cancer
IL1B,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),Rare Diseases
IL1B,Carcinoma,Cancer
IL1B,Colorectal Carcinoma,Cancer
IL1B,Uterine Cervical Neoplasm,Cancer
IL1B,Metastatic melanoma,Cancer
IL1B,Myeloid Leukemia,Cancer
IL1B,Esophageal Neoplasms,Cancer
IL1B,Neoplasms,Cancer
IL1B,Chondrosarcoma,Cancer
IL1B,Precursor B-cell lymphoblastic leukemia,Cancer
IL1B,Secondary malignant neoplasm of lymph node,Cancer
IL1B,Amyloidosis,Rare Diseases
IL1B,Colorectal Cancer,Cancer
IL1B,Skin Neoplasms,Cancer
IL1B,Secondary malignant neoplasm of lung,Cancer
IL1B,Monocytic leukemia,Cancer
IL1B,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
IL1B,Malignant Neoplasms,Cancer
IL1B,Autoimmune,Rare Diseases
IL1B,Carcinoma,Cancer
IL1B,Carcinoma,Cancer
IL1B,Adenocarcinoma,Cancer
IL1B,Amyotrophic Lateral Sclerosis,Neurological Diseases
IL1B,Adenocarcinoma,Cancer
IL1B,Carcinoma of larynx,Cancer
IL1B,Adenocarcinoma,Cancer
IL1B,Epilepsy,Neurological Diseases
IL1B,Precancerous Conditions,Cancer
IL1B,Malignant neoplasm of larynx,Cancer
IL1B,Neoplasm Invasiveness,Cancer
IL1B,Alzheimer's Disease,Neurological Diseases
IL1B,gastric cancer,Cancer
IL1B,Idiopathic Nephrotic Syndrome,Rare Diseases
IL1B,Alzheimer Disease,Neurological Diseases
IL1B,Thyroid Neoplasm,Cancer
IL1B,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Cancer
IL1B,AA amyloidosis,Rare Diseases
IL1B,Malignant neoplasm of esophagus,Cancer
IL1B,Chronic Infantile Neurological,Neurological Diseases
IL1B,Hairy Cell Leukemia,Cancer
IL1B,GASTRIC CANCER,Cancer
IL1B,Follicular thyroid carcinoma,Cancer
IL1B,Hereditary Diffuse Gastric Cancer,Cancer
IL1B,Uveal melanoma,Cancer
IL1B,Benign Neoplasm,Cancer
IL1B,Ovarian adenocarcinoma,Cancer
IL1B,Juvenile Myelomonocytic Leukemia,Cancer
IL1B,Nephrotic Syndrome,Rare Diseases
IL1B,Squamous cell carcinoma of esophagus,Cancer
IL1B,Bipolar Disorder,Neurological Diseases
IL1B,Glomerulonephritis,Rare Diseases
IL1B,Melanoma,Cancer
IL1B,Esophageal carcinoma,Cancer
IL1B,Recurrent tumor,Cancer
IL1B,Nephrotic Syndrome,Rare Diseases
IL1B,Schizophrenia,Neurological Diseases
IL1B,Ewings sarcoma-primitive neuroectodermal tumor (PNET),Cancer
IL1B,Childhood Osteosarcoma,Cancer
IL1B,Lymphoid leukemia,Cancer
IL1B,gallbladder neoplasm,Cancer
IL1B,Conventional (Clear Cell) Renal Cell Carcinoma,Cancer
IL1B,Membranous glomerulonephritis,Rare Diseases
IL1B,PARKINSON DISEASE 2,Neurological Diseases
IL1B,Mesangial proliferative glomerulonephritis,Rare Diseases
IL1B,Autoimmune arthritis,Rare Diseases
IL1B,T-Cell Lymphoma,Cancer
IL1B,Acral pseudolymphomatous angiokeratoma of children (APACHE),Cancer
IL1B,Superficial spreading malignant melanoma of skin,Cancer
IL1B,Triple Negative Breast Neoplasms,Cancer
IL1B,Lymphomatoid Papulosis,Cancer
IL1B,Cholangiocarcinoma,Cancer
IL1B,Reactive systemic amyloidosis,Rare Diseases
IL1B,Gastric Adenocarcinoma,Cancer
IL1B,Autism Spectrum Disorders,Neurological Diseases
IL1B,Neoplasms,Cancer
IL1B,Primary Effusion Lymphoma,Cancer
IL1B,Mammary Neoplasms,Cancer
IL1B,Glomerulonephritis,Rare Diseases
IL1B,Breast Carcinoma,Cancer
IL1B,Thyroid Neoplasm,Cancer
IL1B,Thyroid Carcinoma,Cancer
IL1B,Breast Cancer,Cancer
IL1B,Carcinoma,Cancer
IL1B,Benign Neoplasm,Cancer
IL1B,Lung Cancer,Cancer
IL1B,Stomach Neoplasms,Cancer
IL1B,Gastric Cancer,Cancer
IL1B,Malignant Neoplasm,Cancer
IL1B,Adenocarcinoma,Cancer
IL1B,Nasopharyngeal carcinoma ORPHA:150,Cancer
IL23A,Non-Small Cell Lung Carcinoma,Cancer
IL23A,Autoimmune Diseases,Rare Diseases
IL23A,Ovarian Carcinoma,Cancer
IL23A,cervical cancer,Cancer
IL23A,Malignant neoplasm of ovary,Cancer
IL23A,Malignant tumor of cervix,Cancer
IL23A,Neoplasm Metastasis,Cancer
IL23A,Cervix carcinoma,Cancer
IL23A,Pancreatic carcinoma,Cancer
IL23A,Malignant neoplasm of mouth,Cancer
IL23A,Adult T-Cell Lymphoma/Leukemia,Cancer
IL23A,Diffuse Large B-Cell Lymphoma,Cancer
IL23A,Leukemia,Cancer
IL23A,Tumor Progression,Cancer
IL23A,Liver carcinoma,Cancer
IL23A,Stomach Carcinoma,Cancer
IL23A,Colon Carcinoma,Cancer
IL23A,Malignant neoplasm of stomach,Cancer
IL23A,Lip and Oral Cavity Carcinoma,Cancer
IL23A,melanoma,Cancer
IL23A,Thyroid carcinoma,Cancer
IL23A,Tumor Promotion,Cancer
IL23A,Acute Promyelocytic Leukemia,Cancer
IL23A,Malignant tumor of colon,Cancer
IL23A,Parkinson Disease,Neurological Diseases
IL23A,Carcinoma of bladder,Cancer
IL23A,Experimental Organism Basal Cell Carcinoma,Cancer
IL23A,Hematologic Neoplasms,Cancer
IL23A,Colorectal Carcinoma,Cancer
IL23A,Lymphoma,Cancer
IL23A,Precursor B-cell lymphoblastic leukemia,Cancer
IL23A,Sarcoma,Cancer
IL23A,Colorectal Cancer,Cancer
IL23A,Secondary malignant neoplasm of lung,Cancer
IL23A,Severe Combined Immunodeficiency,Rare Diseases
IL23A,Amyotrophic Lateral Sclerosis,Neurological Diseases
IL23A,Malignant neoplasm of thyroid,Cancer
IL23A,Promyelocytic leukemia,Cancer
IL23A,Acute leukemia,Cancer
IL23A,Squamous cell carcinoma of mouth,Cancer
IL23A,Autoimmune thrombocytopenia,Rare Diseases
IRF1,Lymphoma,Cancer
IRF1,Non-Small Cell Lung Carcinoma,Cancer
IRF1,Autoimmune Diseases,Rare Diseases
IRF1,Ovarian Carcinoma,Cancer
IRF1,cervical cancer,Cancer
IRF1,Malignant neoplasm of ovary,Cancer
IRF1,Malignant tumor of cervix,Cancer
IRF1,Lung Neoplasms,Cancer
IRF1,Neoplasm Metastasis,Cancer
IRF1,Leukemia,Cancer
IRF1,Cervix carcinoma,Cancer
IRF1,Kaposi Sarcoma,Cancer
IRF1,Liver neoplasms,Cancer
IRF1,Mammary Neoplasms,Cancer
IRF1,leukemia,Cancer
IRF1,Pancreatic carcinoma,Cancer
IRF1,Epithelial ovarian cancer,Cancer
IRF1,Malignant neoplasm of pancreas,Cancer
IRF1,Diffuse Large B-Cell Lymphoma,Cancer
IRF1,Malignant neoplasm of lung,Cancer
IRF1,Tumor Progression,Cancer
IRF1,Malignant neoplasm of breast,Cancer
IRF1,Bladder Neoplasm,Cancer
IRF1,Liver carcinoma,Cancer
IRF1,Stomach Carcinoma,Cancer
IRF1,Colon Carcinoma,Cancer
IRF1,Malignant neoplasm of stomach,Cancer
IRF1,Stomach Neoplasms,Cancer
IRF1,melanoma,Cancer
IRF1,Breast Carcinoma,Cancer
IRF1,Acute Promyelocytic Leukemia,Cancer
IRF1,Acute lymphocytic leukemia,Cancer
IRF1,Prostate carcinoma,Cancer
IRF1,Adenocarcinoma,Cancer
IRF1,Malignant tumor of colon,Cancer
IRF1,Myeloid Leukemia,Cancer
IRF1,Malignant neoplasm of prostate,Cancer
IRF1,Hematopoietic Neoplasms,Cancer
IRF1,Malignant neoplasm of liver,Cancer
IRF1,Renal Cell Carcinoma,Cancer
IRF1,Solid Neoplasm,Cancer
IRF1,Acute myelomonocytic leukemia,Cancer
IRF1,Colorectal Carcinoma,Cancer
IRF1,Myeloid Leukemia,Cancer
IRF1,Colorectal Cancer,Cancer
IRF1,Skin Neoplasms,Cancer
IRF1,Invasive carcinoma of breast,Cancer
IRF1,Adenocarcinoma Of Esophagus,Cancer
IRF1,Renal carcinoma,Cancer
IRF1,GASTRIC CANCER,Cancer
IRF1,Liver and Intrahepatic Biliary Tract Carcinoma,Cancer
IRF1,Hereditary Diffuse Gastric Cancer,Cancer
IRF1,Juvenile Myelomonocytic Leukemia,Cancer
IRF1,Acute leukemia,Cancer
IRF1,Invasive Ductal Breast Carcinoma,Cancer
IRF1,Malignant neoplasm of gastrointestinal tract,Cancer
IRF1,Leukemia,Cancer
IRF1,Gastric Adenocarcinoma,Cancer
IRF1,Lung Cancer,Cancer
IRF1,Stomach Neoplasms,Cancer
IRF1,Gastric Cancer,Cancer
IRF1,Nasopharyngeal carcinoma ORPHA:150,Cancer
IRF1,STAT3-related early-onset multisystem autoimmune disease ORPHA:438159,Rare Diseases
IRF1,T-cell large granular lymphocyte leukemia ORPHA:86872,Cancer
IRF1,Hypohidrotic ectodermal dysplasia with immunodeficiency ORPHA:98813,Rare Diseases
IRF1,MALT lymphoma ORPHA:52417,Cancer
IRF1,Immunodeficiency by defective expression of MHC class I ORPHA:34592,Rare Diseases
LIF,Lymphoma,Cancer
LIF,Autoimmune Diseases,Rare Diseases
LIF,Ovarian Carcinoma,Cancer
LIF,Malignant neoplasm of ovary,Cancer
LIF,Neoplasm Metastasis,Cancer
LIF,Leukemia,Cancer
LIF,Liver neoplasms,Cancer
LIF,Mammary Neoplasms,Cancer
LIF,leukemia,Cancer
LIF,Pancreatic carcinoma,Cancer
LIF,Alzheimer's Disease,Neurological Diseases
LIF,Malignant neoplasm of pancreas,Cancer
LIF,Malignant neoplasm of mouth,Cancer
LIF,Adult T-Cell Lymphoma/Leukemia,Cancer
LIF,Brain Neoplasms,Cancer
LIF,Fibroid Tumor,Cancer
LIF,Leukemia,Cancer
LIF,Tumor Progression,Cancer
LIF,Malignant neoplasm of breast,Cancer
LIF,Liver carcinoma,Cancer
LIF,Colon Carcinoma,Cancer
LIF,Osteosarcoma of bone,Cancer
LIF,Lip and Oral Cavity Carcinoma,Cancer
LIF,melanoma,Cancer
LIF,Breast Carcinoma,Cancer
LIF,Osteosarcoma,Cancer
LIF,Prostate carcinoma,Cancer
LIF,ovarian neoplasm,Cancer
LIF,Myeloid Leukemia,Cancer
LIF,Squamous cell carcinoma,Cancer
LIF,Malignant neoplasm of prostate,Cancer
LIF,Endometrial adenocarcinoma,Cancer
LIF,Parkinson Disease,Neurological Diseases
LIF,Mouth Neoplasms,Cancer
LIF,Renal Cell Carcinoma,Cancer
LIF,Amyotrophic Lateral Sclerosis,Neurological Diseases
LIF,Oral Cavity Carcinoma,Cancer
LIF,Renal carcinoma,Cancer
LIF,Choriocarcinoma,Cancer
LIF,Stromal Neoplasm,Cancer
LIF,Schizophrenia,Neurological Diseases
LIF,Ewings sarcoma-primitive neuroectodermal tumor (PNET),Cancer
LIF,Uterine Neoplasms,Cancer
LIF,Cholangiocarcinoma,Cancer
LIF,Cutaneous Melanoma,Cancer
LIF,Rhabdomyosarcoma,Cancer
LIF,Primary Effusion Lymphoma,Cancer
LIF,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
LTB,Lymphoma,Cancer
LTB,Autoimmune Diseases,Rare Diseases
LTB,Leukemia,Cancer
LTB,Liver neoplasms,Cancer
LTB,leukemia,Cancer
LTB,Pancreatic carcinoma,Cancer
LTB,Malignant neoplasm of pancreas,Cancer
LTB,Chronic Lymphocytic Leukemia,Cancer
LTB,Tumor Progression,Cancer
LTB,Bladder Neoplasm,Cancer
LTB,Liver carcinoma,Cancer
LTB,Acute lymphocytic leukemia,Cancer
LTB,Malignant neoplasm of urinary bladder,Cancer
LTB,Carcinoma of bladder,Cancer
LTB,Malignant Head and Neck Neoplasm,Cancer
LTB,Lymphoma,Cancer
