"BioGRID Interaction ID","Entrez Gene ID for Interactor A","Entrez Gene ID for Interactor B","BioGRID ID for Interactor A","BioGRID ID for Interactor B","Systematic name for Interactor A","Systematic name for Interactor B","Official symbol for Interactor A","Official symbol for Interactor B","Synonyms/Aliases for Interactor A","Synonyms/Aliases for Interactor B","Experimental System Name","Experimental System Type","First author surname of the publication","Pubmed ID","Organism ID for Interactor A","Organism ID for Interactor B","Interaction Throughput","Quantitative Score","Post Translational Modification","Phenotypes","Qualifications","Tags","Source Database"
316930,207,5170,106710,111196,"-","-","AKT1","PDPK1","AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA","PDK1|PDPK2|PDPK2P|PRO0461","Affinity Capture-Western","physical","Persad S (2001)",11313365,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
316931,5170,3611,111196,109824,"-","-","PDPK1","ILK","PDK1|PDPK2|PDPK2P|PRO0461","HEL-S-28|ILK-1|ILK-2|P59|p59ILK","Affinity Capture-Western","physical","Persad S (2001)",11313365,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
316950,4836,51475,110899,119560,"-","-","NMT1","CABP2","NMT","DFNB93","Biochemical Activity","physical","Haeseleer F (2000)",10625670,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Myristoylation.  Not positive substrates are human.","-","BIOGRID"
316951,4836,9478,110899,114863,"-","-","NMT1","CABP1","NMT","CALBRAIN|HCALB_BR","Biochemical Activity","physical","Haeseleer F (2000)",10625670,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Myristoylation.  Not positive substrates are human.","-","BIOGRID"
316955,9478,2869,114863,109127,"-","RP11-714M16.1","CABP1","GRK5","CALBRAIN|HCALB_BR","GPRK5","Reconstituted Complex","physical","Haeseleer F (2000)",10625670,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Not sure CaBP1 is human","-","BIOGRID"
316956,392,5879,106885,111817,"-","MIG5","ARHGAP1","RAC1","CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP","Rac-1|TC-25|p21-Rac1","Reconstituted Complex","physical","Zhang B (1998)",9535855,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
316957,392,998,106885,107433,"-","RP1-224A6.5","ARHGAP1","CDC42","CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP","CDC42Hs|G25K","Reconstituted Complex","physical","Zhang B (1998)",9535855,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
316958,392,387,106885,106880,"-","-","ARHGAP1","RHOA","CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP","ARH12|ARHA|RHO12|RHOH12","Reconstituted Complex","physical","Zhang B (1998)",9535855,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
316977,4286,51176,110432,119354,"-","-","MITF","LEF1","CMM8|MI|WS2|WS2A|bHLHe32","LEF-1|TCF10|TCF1ALPHA|TCF7L3","Affinity Capture-Western","physical","Yasumoto K (2002)",12032083,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
316978,4286,51176,110432,119354,"-","-","MITF","LEF1","CMM8|MI|WS2|WS2A|bHLHe32","LEF-1|TCF10|TCF1ALPHA|TCF7L3","Reconstituted Complex","physical","Yasumoto K (2002)",12032083,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317008,7409,2547,113252,108822,"-","CTA-216E10.7","VAV1","XRCC6","VAV","CTC75|CTCBF|G22P1|KU70|ML8|TLAA","Reconstituted Complex","physical","Romero F (1996)",8524317,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317009,7409,2547,113252,108822,"-","CTA-216E10.7","VAV1","XRCC6","VAV","CTC75|CTCBF|G22P1|KU70|ML8|TLAA","Affinity Capture-Western","physical","Romero F (1996)",8524317,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317011,3753,3757,109955,109959,"-","-","KCNE1","KCNH2","ISK|JLNS|JLNS2|LQT2/5|LQT5|MinK","ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1","Affinity Capture-Western","physical","McDonald TV (1997)",9230439,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317023,3339,5155,109571,111181,"RP11-132G19.2","LL22NC03-10C3.2","HSPG2","PDGFB","HSPG|PLC|PRCAN|SJA|SJS|SJS1","IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis","Reconstituted Complex","physical","Goehring W (1998)",9692901,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317027,596,578,107068,107054,"-","-","BCL2","BAK1","Bcl-2|PPP1R50","BAK|BAK-LIKE|BCL2L7|CDN1","Protein-peptide","physical","Enyedy IJ (2001)",11728179,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317033,4058,867,110236,107315,"-","-","LTK","CBL","TYK1","C-CBL|CBL2|FRA11B|NSLL|RNF55","Biochemical Activity","physical","Ueno H (1997)",9223670,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
317035,5770,6776,111736,112653,"-","-","PTPN1","STAT5A","PTP1B","MGF|STAT5","Protein-peptide","physical","Espanel X (2002)",12237455,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317036,5770,6777,111736,112654,"-","-","PTPN1","STAT5B","PTP1B","STAT5","Protein-peptide","physical","Espanel X (2002)",12237455,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317037,5770,4914,111736,110969,"-","-","PTPN1","NTRK1","PTP1B","MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA","Protein-peptide","physical","Espanel X (2002)",12237455,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317038,5770,4915,111736,110970,"-","RP11-263K15.1","PTPN1","NTRK2","PTP1B","GP145-TrkB|TRKB|trk-B","Protein-peptide","physical","Espanel X (2002)",12237455,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317039,5770,4916,111736,110971,"-","-","PTPN1","NTRK3","PTP1B","TRKC|gp145(trkC)","Protein-peptide","physical","Espanel X (2002)",12237455,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317040,5770,4058,111736,110236,"-","-","PTPN1","LTK","PTP1B","TYK1","Protein-peptide","physical","Espanel X (2002)",12237455,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317045,7409,3937,113252,110129,"-","-","VAV1","LCP2","VAV","SLP-76|SLP76","Reconstituted Complex","physical","Onodera H (1996)",8703037,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317046,8500,8500,114072,114072,"-","-","PPFIA1","PPFIA1","LIP.1|LIP1|LIPRIN","LIP.1|LIP1|LIPRIN","Reconstituted Complex","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317047,8500,8499,114072,114071,"-","-","PPFIA1","PPFIA2","LIP.1|LIP1|LIPRIN","-","Reconstituted Complex","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317053,8499,8500,114071,114072,"-","-","PPFIA2","PPFIA1","-","LIP.1|LIP1|LIPRIN","Reconstituted Complex","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317055,5792,8500,111756,114072,"RP5-1029K14.1","-","PTPRF","PPFIA1","BNAH2|LAR","LIP.1|LIP1|LIPRIN","Two-hybrid","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317056,5792,8541,111756,114111,"RP5-1029K14.1","-","PTPRF","PPFIA3","BNAH2|LAR","LPNA3","Two-hybrid","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317061,5802,8500,111766,114072,"-","-","PTPRS","PPFIA1","PTPSIGMA","LIP.1|LIP1|LIPRIN","Two-hybrid","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317063,5802,8541,111766,114111,"-","-","PTPRS","PPFIA3","PTPSIGMA","LPNA3","Two-hybrid","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317064,5792,8500,111756,114072,"RP5-1029K14.1","-","PTPRF","PPFIA1","BNAH2|LAR","LIP.1|LIP1|LIPRIN","Affinity Capture-Western","physical","Serra-Pages C (1998)",9624153,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317068,4066,4790,110244,110857,"-","-","LYL1","NFKB1","bHLHa18","EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50","Reconstituted Complex","physical","Ferrier R (1999)",10023675,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317070,4066,4790,110244,110857,"-","-","LYL1","NFKB1","bHLHa18","EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50","Affinity Capture-Western","physical","Ferrier R (1999)",10023675,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317084,7157,7159,113010,113012,"-","-","TP53","TP53BP2","BCC7|LFS1|P53|TRP53","53BP2|ASPP2|BBP|P53BP2|PPP1R13A","Two-hybrid","physical","Naumovski L (1996)",8668206,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317085,7159,7157,113012,113010,"-","-","TP53BP2","TP53","53BP2|ASPP2|BBP|P53BP2|PPP1R13A","BCC7|LFS1|P53|TRP53","Two-hybrid","physical","Naumovski L (1996)",8668206,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317086,7159,7157,113012,113010,"-","-","TP53BP2","TP53","53BP2|ASPP2|BBP|P53BP2|PPP1R13A","BCC7|LFS1|P53|TRP53","Reconstituted Complex","physical","Naumovski L (1996)",8668206,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317095,596,10018,107068,115335,"-","-","BCL2","BCL2L11","Bcl-2|PPP1R50","BAM|BIM|BOD","Reconstituted Complex","physical","OConnor L (1998)	9430630	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317096	10018	598	115335	107070	-	RP5-857M17.3	BCL2L11	BCL2L1	BAM|BIM|BOD	BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS	Affinity Capture-Western	physical	OConnor L (1998)",9430630,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317097,10018,599,115335,107071,"-","-","BCL2L11","BCL2L2","BAM|BIM|BOD","BCL-W|BCL2-L-2|BCLW|PPP1R51","Affinity Capture-Western","physical","OConnor L (1998)	9430630	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317098	596	10018	107068	115335	-	-	BCL2	BCL2L11	Bcl-2|PPP1R50	BAM|BIM|BOD	Affinity Capture-Western	physical	OConnor L (1998)",9430630,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317118,860,3725,107308,109928,"RP1-166H4.1","-","RUNX2","JUN","AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA","AP-1|AP1|c-Jun","Reconstituted Complex","physical","DAlonzo RC (2002)	11641401	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317119	860	2353	107308	108636	RP1-166H4.1	-	RUNX2	FOS	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	AP-1|C-FOS|p55	Reconstituted Complex	physical	DAlonzo RC (2002)",11641401,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317120,861,3725,107309,109928,"-","-","RUNX1","JUN","AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB","AP-1|AP1|c-Jun","Reconstituted Complex","physical","DAlonzo RC (2002)	11641401	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317121	861	2353	107309	108636	-	-	RUNX1	FOS	AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB	AP-1|C-FOS|p55	Reconstituted Complex	physical	DAlonzo RC (2002)",11641401,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317122,860,3725,107308,109928,"RP1-166H4.1","-","RUNX2","JUN","AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA","AP-1|AP1|c-Jun","Affinity Capture-Western","physical","DAlonzo RC (2002)	11641401	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317123	860	2353	107308	108636	RP1-166H4.1	-	RUNX2	FOS	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	AP-1|C-FOS|p55	Affinity Capture-Western	physical	DAlonzo RC (2002)",11641401,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317124,860,3725,107308,109928,"RP1-166H4.1","-","RUNX2","JUN","AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA","AP-1|AP1|c-Jun","Two-hybrid","physical","DAlonzo RC (2002)	11641401	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317125	860	2353	107308	108636	RP1-166H4.1	-	RUNX2	FOS	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	AP-1|C-FOS|p55	Two-hybrid	physical	DAlonzo RC (2002)",11641401,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317126,7057,4313,112915,110457,"-","-","THBS1","MMP2","THBS|THBS-1|TSP|TSP-1|TSP1","CLG4|CLG4A|MMP-2|MMP-II|MONA|TBE-1","Two-hybrid","physical","Bein K (2000)",10900205,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317128,4313,7057,110457,112915,"-","-","MMP2","THBS1","CLG4|CLG4A|MMP-2|MMP-II|MONA|TBE-1","THBS|THBS-1|TSP|TSP-1|TSP1","Affinity Capture-Western","physical","Bein K (2000)",10900205,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317130,4318,7057,110461,112915,"-","-","MMP9","THBS1","CLG4B|GELB|MANDP2|MMP-9","THBS|THBS-1|TSP|TSP-1|TSP1","Affinity Capture-Western","physical","Bein K (2000)",10900205,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317132,4313,7077,110457,112933,"-","-","MMP2","TIMP2","CLG4|CLG4A|MMP-2|MMP-II|MONA|TBE-1","CSC-21K|DDC8|KIAA1731NL","Reconstituted Complex","physical","Kai HS (2002)",12374789,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317141,9156,4292,114602,110438,"RP11-553N16.2","-","EXO1","MLH1","HEX1|hExoI","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","Reconstituted Complex","physical","Schmutte C (2001)",11427529,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317144,9156,4292,114602,110438,"RP11-553N16.2","-","EXO1","MLH1","HEX1|hExoI","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","Affinity Capture-Western","physical","Schmutte C (2001)",11427529,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317146,641,4292,107110,110438,"-","-","BLM","MLH1","BS|RECQ2|RECQL2|RECQL3","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","Two-hybrid","physical","Pedrazzi G (2001)",11691925,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317147,4292,641,110438,107110,"-","-","MLH1","BLM","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","BS|RECQ2|RECQL2|RECQL3","Affinity Capture-Western","physical","Pedrazzi G (2001)",11691925,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317148,641,4292,107110,110438,"-","-","BLM","MLH1","BS|RECQ2|RECQL2|RECQL3","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","Far Western","physical","Pedrazzi G (2001)",11691925,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317150,4292,8930,110438,114444,"-","-","MLH1","MBD4","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","MED1","Two-hybrid","physical","Bellacosa A (1999)",10097147,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317151,4292,8930,110438,114444,"-","-","MLH1","MBD4","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","MED1","Affinity Capture-Western","physical","Bellacosa A (1999)",10097147,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317152,4292,5395,110438,111404,"-","-","MLH1","PMS2","COCA2|FCC2|HNPCC|HNPCC2|hMLH1","HNPCC4|PMS2CL|PMSL2","Reconstituted Complex","physical","Guerrette S (1999)",10037723,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317180,4179,4478,110346,110584,"-","-","CD46","MSN","AHUS2|MCP|MIC10|TLX|TRA2.10","HEL70","Affinity Capture-Western","physical","Schneider-Schaulies J (1995)",7884872,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317181,6714,4179,112592,110346,"RP5-823N20.1","-","SRC","CD46","ASV|SRC1|c-SRC|p60-Src","AHUS2|MCP|MIC10|TLX|TRA2.10","Biochemical Activity","physical","Wang G (2000)",10657632,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
317182,4179,1742,110346,108086,"-","-","CD46","DLG4","AHUS2|MCP|MIC10|TLX|TRA2.10","PSD95|SAP-90|SAP90","Two-hybrid","physical","Ludford-Menting MJ (2002)",11714708,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317183,4179,7525,110346,113357,"-","-","CD46","YES1","AHUS2|MCP|MIC10|TLX|TRA2.10","HsT441|P61-YES|Yes|c-yes","Affinity Capture-Western","physical","Lee SW (2002)",11901164,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317196,2705,857,108971,107305,"-","-","GJB1","CAV1","CMTX|CMTX1|CX32","BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21","Affinity Capture-Western","physical","Schubert AL (2002)",11980479,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317203,1999,9439,108314,114829,"RP11-510N19.1","RP5-914N13.2","ELF3","MED23","EPR-1|ERT|ESE-1|ESX","ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2","Reconstituted Complex","physical","Asada S (2002)",12242338,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317204,1999,2064,108314,108376,"RP11-510N19.1","-","ELF3","ERBB2","EPR-1|ERT|ESE-1|ESX","CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1","Synthetic Rescue","genetic","Asada S (2002)",12242338,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317205,1999,9439,108314,114829,"RP11-510N19.1","RP5-914N13.2","ELF3","MED23","EPR-1|ERT|ESE-1|ESX","ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2","Protein-peptide","physical","Asada S (2002)",12242338,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317229,1051,861,107480,107309,"PP9092","-","CEBPB","RUNX1","C/EBP-beta|IL6DBP|NF-IL6|TCF5","AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB","Reconstituted Complex","physical","Zhang DE (1996)",8622667,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317236,3265,3956,109501,110147,"-","-","HRAS","LGALS1","C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras","GAL1|GBP","Affinity Capture-MS","physical","Paz A (2001)",11709720,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317237,3265,3956,109501,110147,"-","-","HRAS","LGALS1","C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras","GAL1|GBP","Affinity Capture-Western","physical","Paz A (2001)",11709720,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317238,3956,5788,110147,111752,"-","RP11-553K8.4","LGALS1","PTPRC","GAL1|GBP","B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200","Affinity Capture-Western","physical","Pace KE (1999)",10490978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317239,3956,6693,110147,112571,"-","-","LGALS1","SPN","GAL1|GBP","CD43|GALGP|GPL115|LSN","Affinity Capture-Western","physical","Pace KE (1999)",10490978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317240,3956,924,110147,107362,"-","-","LGALS1","CD7","GAL1|GBP","GP40|LEU-9|TP41|Tp40","Affinity Capture-Western","physical","Pace KE (1999)",10490978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317241,3956,920,110147,107358,"-","-","LGALS1","CD4","GAL1|GBP","CD4mut","Affinity Capture-Western","physical","Pace KE (1999)",10490978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317242,3959,3956,110150,110147,"-","-","LGALS3BP","LGALS1","90K|BTBD17B|CyCAP|M2BP|MAC-2-BP|TANGO10B|gp90","GAL1|GBP","Reconstituted Complex","physical","Tinari N (2001)",11146440,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317246,4001,5578,110187,111564,"-","-","LMNB1","PRKCA","ADLD|LMN|LMN2|LMNB","AAG6|PKC-alpha|PKCA|PRKACA","Reconstituted Complex","physical","Tabellini G (2002)",12135703,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317248,7112,4001,112967,110187,"-","-","TMPO","LMNB1","CMD1T|LAP2|LEMD4|PRO0868|TP","ADLD|LMN|LMN2|LMNB","Two-hybrid","physical","Furukawa K (1998)",9490046,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317249,7112,84823,112967,124281,"-","-","TMPO","LMNB2","CMD1T|LAP2|LEMD4|PRO0868|TP","LAMB2|LMN2","Two-hybrid","physical","Furukawa K (1998)",9490046,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317250,7112,4001,112967,110187,"-","-","TMPO","LMNB1","CMD1T|LAP2|LEMD4|PRO0868|TP","ADLD|LMN|LMN2|LMNB","Reconstituted Complex","physical","Furukawa K (1998)",9490046,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317251,5578,4000,111564,110186,"-","RP11-54H19.1","PRKCA","LMNA","AAG6|PKC-alpha|PKCA|PRKACA","CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1","Protein-peptide","physical","Martelli AM (2002)",12112001,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317253,7112,4001,112967,110187,"-","-","TMPO","LMNB1","CMD1T|LAP2|LEMD4|PRO0868|TP","ADLD|LMN|LMN2|LMNB","Reconstituted Complex","physical","Foisner R (1993)",8324822,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317284,80331,1080,123242,107506,"-","tcag7.78","DNAJC5","CFTR","CLN4|CLN4B|CSP|DNAJC5A|NCL","ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1","Affinity Capture-Western","physical","Zhang H (2002)",12039948,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317285,1080,80331,107506,123242,"tcag7.78","-","CFTR","DNAJC5","ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1","CLN4|CLN4B|CSP|DNAJC5A|NCL","Affinity Capture-Western","physical","Zhang H (2002)",12039948,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317286,1080,80331,107506,123242,"tcag7.78","-","CFTR","DNAJC5","ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1","CLN4|CLN4B|CSP|DNAJC5A|NCL","Reconstituted Complex","physical","Zhang H (2002)",12039948,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317287,3553,7334,109769,113182,"-","-","IL1B","UBE2N","IL-1|IL1-BETA|IL1F2","HEL-S-71|UBC13|UBCHBEN; UBC13|UbcH-ben|UbcH13","Phenotypic Suppression","genetic","Deng L (2000)",11057907,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317293,5071,3337,111105,109569,"KB-152G3.1","-","PARK2","DNAJB1","AR-JP|LPRS2|PDJ|PRKN","HSPF1|Hdj1|Hsp40|RSPH16B|Sis1","Affinity Capture-Western","physical","Imai Y (2002)",12150907,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317300,2861,3337,109119,109569,"-","-","GPR37","DNAJB1","EDNRBL|PAELR|hET(B)R-LP","HSPF1|Hdj1|Hsp40|RSPH16B|Sis1","Affinity Capture-Western","physical","Imai Y (2002)",12150907,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317314,103,7514,106617,113348,"RP11-61L14.5","-","ADAR","XPO1","ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136","CRM1|emb|exp1","Reconstituted Complex","physical","Poulsen H (2001)",11604520,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317335,18186,6405,201848,112305,"-","-","Nrp1","SEMA3F","C530029I03|NP-1|NPN-1|Npn1|Nrp","SEMA-IV|SEMA4|SEMAK","Reconstituted Complex","physical","Chen H (1997)",9331348,"Mus musculus","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
317357,9020,6885,114487,112748,"-","RP1-154G14.1","MAP3K14","MAP3K7","FTDCR1B|HS|HSNIK|NIK","MEKK7|TAK1|TGF1a","Affinity Capture-Western","physical","Ninomiya-Tsuji J (1999)",10094049,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
