Id,Type
Pseudoxanthoma elasticum ORPHA:758,Disease
Mirror Movements,Disease
Prader-Willi syndrome due to translocation ORPHA:177907,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2M ORPHA:228179,Disease
Polyneuropathy,Disease
Liver Cirrhosis Experimental,Disease
Cone-rod Dystrophy,Disease
Smith-Magenis Syndrome,Disease
Delayed Puberty,Disease
Aceruloplasminemia ORPHA:48818,Disease
Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome ORPHA:444069,Disease
Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome ORPHA:221043,Disease
Postaxial polydactyly type B ORPHA:93335,Disease
Deficiency in anterior pituitary function-variable immunodeficiency syndrome ORPHA:293978,Disease
Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency ORPHA:284435,Disease
Growth failure,Disease
Falls,Disease
Human adenovirus 56 CR1 beta protein (gene: E3),Pathogen
Overgrowth-macrocephaly-facial dysmorphism syndrome ORPHA:137634,Disease
Neurofibromatosis-Noonan syndrome ORPHA:638,Disease
Childhood Leukemia,Disease
Cardiac defects,Disease
Mitochondrial DNA depletion syndrome encephalomyopathic form with variable craniofacial anomalies ORPHA:369897,Disease
Vaccinia virus RNA helicase NPH-II (gene: I8R),Pathogen
Abnormality of the lymphatic system,Disease
Hemiplegic migraine,Disease
COG4-CDG ORPHA:263501,Disease
Monkeypox virus phospholipase-D-like protein,Pathogen
NON RARE IN EUROPE: Primary adult open-angle glaucoma ORPHA:353225,Disease
Lens Subluxation,Disease
PSTK,Gene
Mitochondrial Electron Transport Chain Deficiencies,Disease
Thrombomodulin-related bleeding disorder ORPHA:436169,Disease
BOR syndrome ORPHA:107,Disease
Narcolepsy type 2 ORPHA:83465,Disease
Gollop-Wolfgang complex ORPHA:1986,Disease
Autosomal dominant spastic paraplegia type 9B ORPHA:447757,Disease
Combined oxidative phosphorylation defect type 9 ORPHA:319509,Disease
Abnormality of hair curl pattern,Disease
Middle East Respiratory Syndrome,Disease
Maternal phenylketonuria ORPHA:2209,Disease
Familial benign neonatal epilepsy,Disease
Autosomal recessive malignant osteopetrosis ORPHA:667,Disease
Panniculitis,Disease
Respiratory Syncytial Virus Infections,Disease
Middle East respiratory syndrome-related coronavirus nsp3 protein (gene: orf1ab),Pathogen
Tyrosinemia type 1 ORPHA:882,Disease
DIDO1,Gene
Isolated growth hormone deficiency type IA ORPHA:231662,Disease
Sickle cell-beta-thalassemia disease syndrome ORPHA:251359,Disease
Norovirus Hu/GII.4/NIHIC13/2011/USA capsid protein VP1 (gene: VP1),Pathogen
Lewy Body Disease,Disease
Norovirus Hu/GII-4/CGMH10/2006/TW major viral capsid protein (gene: VP1),Pathogen
Norovirus Hu/GII.4/CHDC3967/1988/US VP1,Pathogen
Hyperprolinemia type 2 ORPHA:79101,Disease
Thyroid carcinoma,Disease
Cortical Dysplasia,Disease
RALGPS1,Gene
Poisoning,Disease
Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome ORPHA:488627,Disease
QRSL1-related combined oxidative phosphorylation defect ORPHA:570491,Disease
Congenital sucrase-isomaltase deficiency ORPHA:35122,Disease
Muscle biopsy shows dystrophic changes,Disease
Congenital brain dysgenesis due to glutamine synthetase deficiency ORPHA:71278,Disease
Paratuberculosis,Disease
Anetoderma,Disease
Autosomal recessive spastic paraplegia type 62 ORPHA:401785,Disease
Myeloid Leukemia,Disease
Human papillomavirus type 30 early protein (gene: E7),Pathogen
Total iron binding capacity function,Disease
Norovirus GII/Hu/JP/2001/GII.P12_GII.12/Saitama/T18 VP1 (gene: VP1),Pathogen
Autoimmune thrombocytopenia,Disease
Respiratory Tract Infections,Disease
Myotonia permanens ORPHA:99735,Disease
Human alphaherpesvirus 1 serine/threonine protein kinase US3 (gene: US3),Pathogen
Purine nucleoside phosphorylase deficiency ORPHA:760,Disease
ISG15,Gene
Yaba-like disease virus 133L protein (gene: 133L),Pathogen
Cholestasis of pregnancy,Disease
Syndactyly type 5 ORPHA:93406,Disease
RWDD2B,Gene
Ectromelia virus ERPV ankyrin and nfkb inhibitor,Pathogen
Primary dystonia DYT2 type ORPHA:99657,Disease
Granulomatosis with polyangiitis ORPHA:900,Disease
X-linked dominant chondrodysplasia Chassaing-Lacombe type ORPHA:163966,Disease
Epilepsy,Disease
Refractory anemia ORPHA:98826,Disease
Distal Amyotrophy,Disease
DRAP1,Gene
Teratocarcinoma,Disease
Kidney Failure Acute,Disease
Multiple endocrine neoplasia type 2A ORPHA:247698,Disease
Duane retraction syndrome ORPHA:233,Disease
Bone pain,Disease
Human papillomavirus type 68 E2 (gene: E2),Pathogen
Central visual impairment,Disease
Invasive meningococcal disease,Disease
Meningioma ORPHA:2495,Disease
Monkeypox virus secreted epidermal growth factor-like protein,Pathogen
Autosomal dominant Charcot-Marie-Tooth disease type 2Z ORPHA:466768,Disease
Human immunodeficiency virus 1 Envelope surface glycoprotein gp160 precursor (gene: env),Pathogen
Congenital ptosis ORPHA:91411,Disease
Cervical high grade squamous intraepithelial lesion,Disease
Heart-hand syndrome Slovenian type ORPHA:168796,Disease
Chronic leukemia (category),Disease
NON RARE IN EUROPE: Ventricular septal defect ORPHA:1480,Disease
Combined oxidative phosphorylation defect type 29 ORPHA:478029,Disease
Reactive Hyperemia,Disease
Retinal Coloboma,Disease
Salaam Seizures,Disease
Beta-mannosidosis ORPHA:118,Disease
Penis Agenesis,Disease
Paresis,Disease
Vaccinia virus Ankara 72.4k ankyrin repeat protein f2,Pathogen
ATTRV122I amyloidosis ORPHA:85451,Disease
Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder ORPHA:500180,Disease
Membranous glomerulonephritis,Disease
Congenital Euryblepharon,Disease
Genetic steroid-resistant nephrotic syndrome ORPHA:656,Disease
Adult Solid Neoplasm,Disease
NON RARE IN EUROPE: Ulcerative colitis ORPHA:771,Disease
Generalized hypopigmentation,Disease
Human adenovirus 21 DNA-binding protein (gene: E2A),Pathogen
Eosinophilia,Disease
Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome ORPHA:500533,Disease
Supratentorial Neoplasms,Disease
Early-onset myopathy with fatal cardiomyopathy ORPHA:289377,Disease
FTH1-related iron overload ORPHA:247790,Disease
Vaccinia virus IMV membrane protein (gene: L1R),Pathogen
Seizure,Disease
Rubinstein-Taybi syndrome due to CREBBP mutations ORPHA:353277,Disease
Familial primary hypomagnesemia with normocalciuria and normocalcemia ORPHA:34527,Disease
Ataxia with vitamin E deficiency ORPHA:96,Disease
Norovirus Hu/Norwalk/10222/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Obesity due to leptin receptor gene deficiency ORPHA:179494,Disease
Malignant lymphoma lymphocytic intermediate differentiation diffuse,Disease
Norovirus Hu/GII.4/NIHIC27.1/2012/USA capsid protein VP1 (gene: VP1),Pathogen
Morning glory disc anomaly ORPHA:35737,Disease
Heartburn,Disease
Frontotemporal dementia,Disease
Dentin dysplasia type I ORPHA:99789,Disease
Dyschezia,Disease
Failure to Thrive,Disease
Hawkinsinuria ORPHA:2118,Disease
ADA,Gene
Pseudohypoaldosteronism type 2B ORPHA:88939,Disease
Echovirus 9 strain Barty polymerase,Pathogen
Peritonitis,Disease
Langat virus capsid protein,Pathogen
Glucagonoma,Disease
Combined immunodeficiency due to Moesin deficiency ORPHA:504530,Disease
Glycogen storage disease due to glycogen branching enzyme deficiency non progressive hepatic form ORPHA:308638,Disease
Horsepox virus HSPV197 (Hypothetical protein),Pathogen
Limbic Encephalitis,Disease
Human gammaherpesvirus 8 ORF72,Pathogen
Polydactyly Of Toes,Disease
Thrombosis,Disease
Helicoid peripapillary chorioretinal degeneration ORPHA:86813,Disease
Mosaic variegated aneuploidy syndrome ORPHA:1052,Disease
Abnormality of the hair shaft,Disease
Rimmed vacuoles on biopsy,Disease
RIDDLE syndrome ORPHA:420741,Disease
Spondylometaphyseal dysplasia 'corner fracture' type ORPHA:93315,Disease
Carcinoma Cribriform,Disease
Myocardial Failure,Disease
1p36 deletion syndrome ORPHA:1606,Disease
Human mastadenovirus D single-stranded DNA-binding protein (gene: E2A),Pathogen
Norovirus Hu/GII-4/CGMH05/2006/TW major viral capsid protein (gene: VP1),Pathogen
Aplasia/Hypoplasia of the corpus callosum,Disease
Complex partial seizures,Disease
Well-differentiated liposarcoma ORPHA:99971,Disease
Autosomal dominant severe congenital neutropenia ORPHA:486,Disease
Age-related cataract,Disease
Truncus arteriosus ORPHA:3384,Disease
Juvenile sialidosis type 2 ORPHA:93399,Disease
Pituitary Adenoma,Disease
Proteus syndrome ORPHA:744,Disease
Chronic cholecystitis,Disease
Jacobsen syndrome ORPHA:2308,Disease
Monkeypox virus Zaire-96-I-16 ankyrin-like protein (gene: C1L),Pathogen
Autoimmune Diabetes,Disease
Pyruvate dehydrogenase E2 deficiency ORPHA:79244,Disease
Distal Muscular Dystrophies,Disease
McLeod neuroacanthocytosis syndrome ORPHA:59306,Disease
FRAXF syndrome ORPHA:100974,Disease
Cervical spina bifida aperta ORPHA:268392,Disease
Gastric Ulcer,Disease
Syndactyly type 3 ORPHA:93404,Disease
Platelet hematocrit measurement,Disease
ALG13-CDG ORPHA:324422,Disease
SLC25A25,Gene
Constitutional mismatch repair deficiency syndrome ORPHA:252202,Disease
Progressive polyneuropathy with bilateral striatal necrosis ORPHA:217396,Disease
Cowpox virus CPXV206 protein (gene: CPXV206 CDS),Pathogen
Acute neonatal citrullinemia type I ORPHA:247546,Disease
Tall stature-scoliosis-macrodactyly of the great toes syndrome ORPHA:329191,Disease
Memory Loss,Disease
Hypomyelination-congenital cataract syndrome ORPHA:85163,Disease
SATB2-associated syndrome due to a pathogenic variant ORPHA:576283,Disease
Loeys-Dietz syndrome ORPHA:60030,Disease
Autosomal recessive hypohidrotic ectodermal dysplasia ORPHA:248,Disease
Variola virus hypothetical protein (gene: A18R),Pathogen
Human adenovirus 7 100K,Pathogen
Congenital Microcephaly,Disease
Cowpox virus CPXV075 protein (gene: CPXV075 CDS),Pathogen
Adult Anaplastic Large Cell Lymphoma,Disease
Oropharynx (excludes nasopharynx),Disease
Pachydermoperiostosis ORPHA:2796,Disease
Sagiyama virus full_polyprotein 1..1253 (gene: C-E3-E2-6K-E1),Pathogen
Somatotropin deficiency,Disease
Bjornstad syndrome ORPHA:123,Disease
Bilateral striopallidodentate calcinosis ORPHA:1980,Disease
West Nile virus lineage 2 envelope protein E (gene: flavivirus polyprotein),Pathogen
Galactokinase deficiency ORPHA:79237,Disease
Germ cell tumor,Disease
Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome ORPHA:447997,Disease
Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract ORPHA:500545,Disease
ZFAND2A,Gene
Adult hepatocellular carcinoma ORPHA:210159,Disease
Adenocarcinoma of rectum,Disease
Frontal bossing,Disease
Sleep Disorders,Disease
Progressive myoclonic epilepsy with dystonia ORPHA:352596,Disease
Mild hyperphenylalaninemia ORPHA:79651,Disease
Abortion Tubal,Disease
Otopalatodigital syndrome type 2 ORPHA:90652,Disease
Mucopolysaccharidosis type 4A ORPHA:309297,Disease
Murray Valley encephalitis virus envelope protein E,Pathogen
Cerebellar ataxia Cayman type ORPHA:94122,Disease
Vulval intraepithelial neoplasia,Disease
Sicca Syndrome,Disease
Nicotine withdrawal,Disease
Spinocerebellar ataxia type 10 ORPHA:98761,Disease
Myotonic Dystrophy,Disease
Hip circumference,Disease
Neurofibrosarcoma,Disease
Ventricular Septal Defect,Disease
Post-transplant lymphoproliferative disorder,Disease
Status Asthmaticus,Disease
SPLIT-HAND/FOOT MALFORMATION 4,Disease
Norovirus Hu/Norwalk/20123/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Hereditary clear cell renal cell carcinoma ORPHA:422526,Disease
Acute lymphocytic leukemia,Disease
Charcot-Marie-Tooth disease type 4C ORPHA:99949,Disease
Anxiety Disorder,Disease
Norovirus Hu/GII.12/CGMH41/2010/TW VP1,Pathogen
Autosomal agammaglobulinemia ORPHA:33110,Disease
Brittle hair,Disease
Cancer Relapse,Disease
Cowpox virus CPXV110 protein (gene: CPXV110 CDS),Pathogen
KAT7,Gene
Severe depression,Disease
High forehead,Disease
Congenital Myasthenic Syndromes Postsynaptic,Disease
GTF3C6,Gene
Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome ORPHA:83629,Disease
Glycerol kinase deficiency adult form ORPHA:284414,Disease
Isolated anencephaly ORPHA:563609,Disease
Apraxia,Disease
SSR4-CDG ORPHA:370927,Disease
Congenital hypoplastic anemia,Disease
Congenital hypoplasia of breast,Disease
Mental deterioration in childhood,Disease
Retinal Degeneration,Disease
Digestive System Disorders,Disease
Adult diarrheal rotavirus strain J19 NSP1,Pathogen
Arterial Occlusive Diseases,Disease
AGel amyloidosis ORPHA:85448,Disease
Zellweger syndrome ORPHA:912,Disease
Angelman syndrome due to maternal 15q11q13 deletion ORPHA:98794,Disease
Cholestasis in newborn,Disease
Louping ill virus envelope protein,Pathogen
Carcinoma Pancreatic Ductal,Disease
Disorder of macula of retina,Disease
Beta-ketothiolase deficiency ORPHA:134,Disease
Infratentorial atrophy,Disease
beta^+^ Thalassemia,Disease
Colorectal Cancer,Disease
Carcinoma Small Cell,Disease
Human alphaherpesvirus 3 DNA replication origin-binding helicase (gene: ORF51),Pathogen
Multiple self-healing squamous epithelioma ORPHA:65748,Disease
Malignant tumor of greater curve of stomach,Disease
Norovirus Hu/GII.4/NIHIC1.13/2012/USA capsid protein VP1 (gene: VP1),Pathogen
Bathing suit ichthyosis ORPHA:100976,Disease
Human betaherpesvirus 5 regulatory protein IE2 (gene: UL122),Pathogen
Human adenovirus 71 ssDNA-binding protein (gene: E2A),Pathogen
Late tooth eruption,Disease
Reticulocyte count (procedure),Disease
ABetaL34V amyloidosis ORPHA:324703,Disease
Myelodysplastic Syndrome with Isolated del(5q),Disease
Hypotrichosis of the scalp,Disease
Temporal Arteritis,Disease
Squamous cell carcinoma of the larynx ORPHA:494550,Disease
FRIEDREICH ATAXIA 1,Disease
Disease due to Papilloma virus,Disease
Malignant neoplasm of tongue,Disease
Kinky hair texture,Disease
Laurence-Moon syndrome ORPHA:2377,Disease
Frontometaphyseal dysplasia ORPHA:1826,Disease
Chronic Kidney Diseases,Disease
Primary cutaneous B-cell lymphoma,Disease
X-linked keloid scarring-reduced joint mobility-increased optic cup-to-disc ratio syndrome ORPHA:482606,Disease
Dysautonomia,Disease
Cenani-Lenz syndrome ORPHA:3258,Disease
Norovirus Hu/Norwalk/10296/2010/VNM capsid protein VP1 (gene: VP1),Pathogen
Hereditary renal hypouricemia ORPHA:94088,Disease
Dominant hypophosphatemia with nephrolithiasis or osteoporosis ORPHA:244305,Disease
Septopreoptic holoprosencephaly ORPHA:280195,Disease
Cardiovascular Diseases,Disease
Muscular Dystrophy Emery-Dreifuss,Disease
Cataract,Disease
Monkeypox virus soluble interferon-gamma receptor-like protein,Pathogen
Glaucoma,Disease
RASA4,Gene
C17ORF99,Gene
Yaba monkey tumor virus sulfhydryl oxidase,Pathogen
Lung Carcinoma,Disease
Ovarian Diseases,Disease
X-linked creatine transporter deficiency ORPHA:52503,Disease
Human adenovirus 19 gp19K (gene: E3),Pathogen
Inflammatory Bowel Disease,Disease
Human papillomavirus type 10 envelope protein (gene: E2),Pathogen
Polyostotic fibrous dysplasia ORPHA:93276,Disease
OSBPL7,Gene
Yaba-like disease virus 8L protein (gene: 8L),Pathogen
Congenital Heart Defects,Disease
DITRA ORPHA:404546,Disease
Spondylo-megaepiphyseal-metaphyseal dysplasia ORPHA:228387,Disease
Complex Endometrial Hyperplasia,Disease
Hypermethioninemia encephalopathy due to adenosine kinase deficiency ORPHA:289290,Disease
Adrenocortical carcinoma,Disease
Chronic kidney disease stage 5,Disease
Lymphoma,Disease
Nonbacterial Verrucal Endocardiosis,Disease
Pseudohyperkalemia Cardiff,Disease
Immunodeficiency by defective expression of MHC class II ORPHA:572,Disease
Ichthyosis-prematurity syndrome ORPHA:88621,Disease
Pleural Effusion Malignant,Disease
Thyroid Nodule,Disease
Chronic Obstructive Airway Disease,Disease
Defective tooth enamel,Disease
Aggressive behavior,Disease
Platelet-type Bleeding Disorder,Disease
Severe psychomotor retardation,Disease
Striate palmoplantar keratoderma ORPHA:50942,Disease
Waldenstrom macroglobulinemia ORPHA:33226,Disease
Generalized galactose epimerase deficiency ORPHA:308487,Disease
Hepatic methionine adenosyltransferase deficiency,Disease
MERTK,Gene
Mixed oligoastrocytoma,Disease
Neurodegenerative syndrome due to cerebral folate transport deficiency ORPHA:217382,Disease
Horsepox virus HSPV175 (Tumor necrosis factor receptor superfamily (TNFRSF)),Pathogen
Systemic lupus erythematosus ORPHA:536,Disease
Congenital hypoplasia of lung,Disease
Depressive disorder,Disease
Lipoid nephrosis,Disease
Severe muscular hypotonia,Disease
Androgen-Insensitivity Syndrome,Disease
Neurofibromatosis type 2 ORPHA:637,Disease
TRIM32-related  limb-girdle muscular dystrophy R8 ORPHA:1878,Disease
Dolichocephaly,Disease
Histidinemia ORPHA:2157,Disease
Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome ORPHA:457395,Disease
Enamel-renal syndrome ORPHA:1031,Disease
Vaccinia virus ser/thr protein kinase-like protein (gene: B12R),Pathogen
Intrauterine growth restriction-congenital multiple cafe-au-lait macules-increased sister chromatid exchange syndrome ORPHA:508512,Disease
Systemic Scleroderma,Disease
46XX ovotesticular disorder of sex development ORPHA:2138,Disease
Spondyloepiphyseal dysplasia Maroteaux type ORPHA:263482,Disease
Facial Paralysis,Disease
Cardiovascular Abnormalities,Disease
Skeletal Ewing sarcoma ORPHA:319,Disease
Brugada syndrome ORPHA:130,Disease
NONAKA MYOPATHY,Disease
Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation ORPHA:300570,Disease
Thanatophoric dysplasia type 2 ORPHA:93274,Disease
MENTAL RETARDATION X-LINKED SNYDER-ROBINSON TYPE,Disease
Horsepox virus HSPV038 (phospholipase-D-like protein,Pathogen
Blackfan-Diamond anemia ORPHA:124,Disease
Myelodysplastic-Myeloproliferative Diseases,Disease
Myxoid chondrosarcoma,Disease
Influenza B virus (B/Memphis/12/97) HA protein,Pathogen
Moderate multiminicore disease with hand involvement ORPHA:178145,Disease
Norovirus Hu/GII.4/NIHIC18.1/2012/USA capsid protein VP1 (gene: VP1),Pathogen
Microcephalic primordial dwarfism due to ZNF335 deficiency ORPHA:329228,Disease
GCGR-related hyperglucagonemia ORPHA:438274,Disease
Bronchial Hyperreactivity,Disease
Malignant neoplasm of salivary gland,Disease
Influenza A virus (A/Korea/426/1968(H2N2)) HA1 (gene: HA),Pathogen
Tumor Angiogenesis,Disease
Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation ORPHA:466950,Disease
Horsepox virus HSPV179 (Serine/Threonine protein kinase Vaccinia Related Kinase),Pathogen
Hyaluronidase deficiency ORPHA:67041,Disease
Oxyphilic Adenoma,Disease
Myhre syndrome ORPHA:2588,Disease
Malignant tumor of colon,Disease
Young-onset Parkinson disease ORPHA:2828,Disease
LMF2,Gene
Joubert syndrome with oculorenal defect ORPHA:2318,Disease
Xanthinuria type II ORPHA:93602,Disease
Hepatosplenomegaly,Disease
HBV genotype H PC/C protein (gene: PC/C),Pathogen
Delayed bone age,Disease
Aortic Aneurysm,Disease
Ischemic Stroke,Disease
Narrow head shape,Disease
Spinal muscular atrophy-progressive myoclonic epilepsy syndrome ORPHA:2590,Disease
Absence Of Septum Pellucidum,Disease
Brachydactyly-arterial hypertension syndrome ORPHA:1276,Disease
Congenital euryblepharon,Disease
Immunoglobulin A deficiency (disorder),Disease
Abscess,Disease
Variola virus hypothetical protein (gene: B21R),Pathogen
Grange syndrome ORPHA:79094,Disease
SH2D3C,Gene
MYZAP,Gene
Autosomal dominant brachyolmia ORPHA:93304,Disease
Immunoblastic Large-Cell Lymphoma,Disease
Ovarian Failure Premature,Disease
Hyperkalemic periodic paralysis,Disease
RBX1,Gene
Immune System Diseases,Disease
ALG12-CDG ORPHA:79324,Disease
Glucocorticoid Receptor Deficiency,Disease
Multiple Congenital Anomalies,Disease
Intellectual disability-hyperkinetic movement-truncal ataxia syndrome ORPHA:369847,Disease
Strabismus,Disease
Neuronal Heterotopia,Disease
Hypothyroidism due to deficient transcription factors involved in pituitary development or function ORPHA:226307,Disease
Scheie syndrome ORPHA:93474,Disease
Corpus Luteum Cyst,Disease
Allergic disposition,Disease
Recessive mitochondrial ataxia syndrome ORPHA:94125,Disease
Phenylketonurias,Disease
ALG1-CDG ORPHA:79327,Disease
Autosomal dominant slowed nerve conduction velocity ORPHA:140481,Disease
Syndromic recessive X-linked ichthyosis ORPHA:281090,Disease
Severe combined immunodeficiency due to IKK2 deficiency ORPHA:397787,Disease
Peripheral T-Cell Lymphoma,Disease
Epileptic drop attack,Disease
Lactic acidemia,Disease
Diabetic Retinopathy,Disease
X-linked thrombocytopenia with normal platelets ORPHA:852,Disease
NON RARE IN EUROPE: Aldosterone-producing adenoma ORPHA:85142,Disease
Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome ORPHA:171848,Disease
Reiter Syndrome,Disease
Myasthenic Syndromes Congenital,Disease
Norovirus Hu/GII/Seoul1282/KOR/2010 major capsid protein,Pathogen
Epidermodysplasia Verruciformis,Disease
Alagille syndrome due to 20p12 microdeletion ORPHA:261600,Disease
Lymphomatoid papulosis ORPHA:98842,Disease
Malignant neoplasm of esophagus,Disease
Fuchs Endothelial Dystrophy,Disease
Craniofrontonasal dysplasia ORPHA:1520,Disease
Kidney Diseases,Disease
Human adenovirus 22 IVa2 (gene: IVa2),Pathogen
Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome ORPHA:300333,Disease
NDC80,Gene
Rat Adrenal Gland Pheochromocytoma,Disease
Liver Failure,Disease
Desbuquois syndrome ORPHA:1425,Disease
Monkeypox virus Zaire-96-I-16 A19R (gene: A19R),Pathogen
Autosomal dominant Robinow syndrome ORPHA:3107,Disease
Granulomatous Slack Skin,Disease
Tonic - clonic seizures,Disease
Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome ORPHA:329224,Disease
Cavernous Hemangioma of Brain,Disease
Severe neurodegenerative syndrome with lipodystrophy ORPHA:363400,Disease
Infective endocarditis,Disease
Bilateral perisylvian polymicrogyria ORPHA:98889,Disease
Severe combined immunodeficiency due to adenosine deaminase deficiency ORPHA:277,Disease
Monkeypox virus Zaire-96-I-16 J3L (gene: J3L),Pathogen
Pancreatic Intraductal Papillary Mucinous Neoplasm Gastric-Type,Disease
Human adenovirus 56 DNA-binding protein (gene: E2A),Pathogen
Variola virus hypothetical protein (gene: D7L),Pathogen
Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome ORPHA:521390,Disease
ATP2C2,Gene
Influenza A virus (A/Korea/426/1968(H2N2)) PB1 polymerase subunit (gene: PB1),Pathogen
Genitourinary Cancer,Disease
Juvenile hyaline fibromatosis ORPHA:2028,Disease
Dicarboxylic aminoaciduria ORPHA:2195,Disease
Intermediate Grade Lymphoma,Disease
NON RARE IN EUROPE: Diabetes mellitus type 1 ORPHA:243377,Disease
Memory impairment,Disease
Trigeminal Neuralgia,Disease
Human gammaherpesvirus 4 hypothetical protein (gene: BHRF1),Pathogen
Human papillomavirus 9 early protein (gene: E7),Pathogen
Adult-onset autosomal dominant leukodystrophy ORPHA:99027,Disease
Focal palmoplantar keratoderma with joint keratoses ORPHA:370002,Disease
PSIP1,Gene
Decreased testosterone in males,Disease
Depressive Syndrome,Disease
Viral Encephalitis,Disease
Rhizomelic chondrodysplasia punctata type 3 ORPHA:309803,Disease
familial atrial fibrillation,Disease
Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome ORPHA:314051,Disease
Anterior rib cupping,Disease
Patent Ductus Arteriosus,Disease
Dengue virus 3 membrane glycoprotein precursor M (gene: flavivirus polyprotein),Pathogen
Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome ORPHA:404437,Disease
Mycosis fungoides/Sezary syndrome NOS,Disease
Birt-Hogg-Dube syndrome ORPHA:122,Disease
Rh deficiency syndrome ORPHA:71275,Disease
Lymphoma Large-Cell Follicular,Disease
Glycogen storage disease due to hepatic glycogen synthase deficiency ORPHA:2089,Disease
Pituitary Neoplasms,Disease
Autosomal dominant osteopetrosis type 1 ORPHA:2783,Disease
SARS coronavirus P2 full_polyprotein 1..4382,Pathogen
Uterine Corpus Carcinosarcoma,Disease
Monkeypox virus bifunctional EEV membrane phosphoglycoprotein/associates with A36R,Pathogen
Chronic Periodontitis,Disease
Acute intermittent porphyria ORPHA:79276,Disease
TMEM129,Gene
PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation ORPHA:438216,Disease
Progressive myoclonic epilepsy type 5 ORPHA:402082,Disease
Hypomyelination with atrophy of basal ganglia and cerebellum ORPHA:139441,Disease
Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome ORPHA:476093,Disease
Gonadal Dysgenesis,Disease
Systemic Anaplastic Large Cell Lymphoma,Disease
Human papillomavirus type 53 early protein (gene: E2),Pathogen
Autosomal dominant retinitis pigmentosa,Disease
Anaplastic Large Cell Lymphoma ALK-Positive,Disease
Athetosis,Disease
Coronary Arteriosclerosis,Disease
Hepatoerythropoietic porphyria ORPHA:95159,Disease
Febrile Convulsions,Disease
Tooth problem,Disease
Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome ORPHA:352530,Disease
Human mastadenovirus D fiber,Pathogen
Vaccinia virus Ankara vaccinia virus growth factor (VGF),Pathogen
Charcot-Marie-Tooth disease type 1B ORPHA:101082,Disease
Iminoglycinuria ORPHA:42062,Disease
Choreoathetosis,Disease
Human adenovirus 1 DBP,Pathogen
Vaccinia virus Ankara viral core cysteine proteinase,Pathogen
Monkeypox virus myristylprotein,Pathogen
PYCR1-related De Barsy syndrome ORPHA:293633,Disease
Substance Use Disorders,Disease
Noonan Syndrome,Disease
Tented upper lip vermilion,Disease
Hepatosplenic T-cell lymphoma,Disease
Norovirus Hu/GII.4/Rockdale/NSW006D/2009/AU VP1,Pathogen
Lymphoma Diffuse,Disease
Congenital dyserythropoietic anemia type I ORPHA:98869,Disease
Kindler epidermolysis bullosa ORPHA:2908,Disease
gastritis h pylori,Disease
Familial dilated cardiomyopathy with conduction defect due to LMNA mutation ORPHA:300751,Disease
Mitochondrial Respiratory Chain Deficiencies,Disease
Dentatorubral-Pallidoluysian Atrophy,Disease
Bone Diseases Developmental,Disease
Hyperplasia of nose,Disease
Usher Syndrome Type I,Disease
Coarse hair,Disease
Childhood-onset hypophosphatasia ORPHA:247667,Disease
MICA,Gene
Hurler-Scheie syndrome ORPHA:93476,Disease
Malignant neoplasm of muscle,Disease
Orf virus ORF036 RNA helicase NPH-II,Pathogen
Hyperkyphosis,Disease
Anemia Sickle Cell,Disease
Liver Failure Acute,Disease
LMTK3,Gene
Palmoplantar Keratoderma,Disease
Yaba-like disease virus 123R protein (gene: 123R),Pathogen
Isolated focal cortical dysplasia type IIa ORPHA:269001,Disease
HTR7P1,Gene
Hematocrit increased,Disease
Familial afibrinogenemia ORPHA:98880,Disease
Glomuvenous malformation ORPHA:83454,Disease
Ovarian Cysts,Disease
RAB42,Gene
Ovarian Papillary Adenocarcinoma,Disease
Charcot-Marie-Tooth disease type 4B3 ORPHA:363981,Disease
Familial thyroid dyshormonogenesis ORPHA:95716,Disease
Developmental delay-facial dysmorphism syndrome due to MED13L deficiency ORPHA:369891,Disease
Adenoma of large intestine,Disease
