"BioGRID Interaction ID","Entrez Gene ID for Interactor A","Entrez Gene ID for Interactor B","BioGRID ID for Interactor A","BioGRID ID for Interactor B","Systematic name for Interactor A","Systematic name for Interactor B","Official symbol for Interactor A","Official symbol for Interactor B","Synonyms/Aliases for Interactor A","Synonyms/Aliases for Interactor B","Experimental System Name","Experimental System Type","First author surname of the publication","Pubmed ID","Organism ID for Interactor A","Organism ID for Interactor B","Interaction Throughput","Quantitative Score","Post Translational Modification","Phenotypes","Qualifications","Tags","Source Database"
242716,8848,9688,114374,115041,"RP11-269C23.2","-","TSC22D1","NUP93","Ptg-2|TGFB1I4|TSC22","NIC96","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.344","-","-","Exogenous expression of bait","-","BIOGRID"
242735,8848,1017,114374,107452,"RP11-269C23.2","-","TSC22D1","CDK2","Ptg-2|TGFB1I4|TSC22","CDKN2|p33(CDK2)","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.343","-","-","Exogenous expression of bait","-","BIOGRID"
242736,8848,79751,114374,122862,"RP11-269C23.2","-","TSC22D1","SLC25A22","Ptg-2|TGFB1I4|TSC22","EIEE3|GC1|NET44","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.343","-","-","Exogenous expression of bait","-","BIOGRID"
242737,7534,9221,113366,114654,"-","-","YWHAZ","NOLC1","14-3-3-zeta|HEL-S-3|HEL4|KCIP-1|YWHAD","NOPP130|NOPP140|NS5ATP13|P130","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.343","-","-","Exogenous expression of bait","-","BIOGRID"
242838,8848,4670,114374,110751,"RP11-269C23.2","-","TSC22D1","HNRNPM","Ptg-2|TGFB1I4|TSC22","CEAR|HNRNPM4|HNRPM|HNRPM4|HTGR1|NAGR1|hnRNP M","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.336","-","-","Exogenous expression of bait","-","BIOGRID"
242869,7077,5688,112933,111661,"-","RP5-1005F21.4","TIMP2","PSMA7","CSC-21K|DDC8|KIAA1731NL","C6|HSPC|RC6-1|XAPC7","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.334","-","-","Exogenous expression of bait","-","BIOGRID"
242903,373156,9183,131875,114620,"HDCMD47P","-","GSTK1","ZW10","GST|GST 13-13|GST13|GST13-13|GSTK1-1|hGSTK1","HZW10|KNTC1AP","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.331","-","-","Exogenous expression of bait","-","BIOGRID"
242911,8848,23065,114374,116700,"RP11-269C23.2","PSEC0263","TSC22D1","EMC1","Ptg-2|TGFB1I4|TSC22","KIAA0090","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.331","-","-","Exogenous expression of bait","-","BIOGRID"
242956,3692,10580,109898,115831,"RP4-614O4.1","RP11-476E15.1","EIF6","SORBS1","CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP","CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.328","-","-","Exogenous expression of bait","-","BIOGRID"
243027,23612,9183,117145,114620,"-","-","PHLDA3","ZW10","TIH1","HZW10|KNTC1AP","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.322","-","-","Exogenous expression of bait","-","BIOGRID"
243056,8848,94081,114374,125107,"RP11-269C23.2","-","TSC22D1","SFXN1","Ptg-2|TGFB1I4|TSC22","-","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.32","-","-","Exogenous expression of bait","-","BIOGRID"
243170,8848,6119,114374,112039,"RP11-269C23.2","-","TSC22D1","RPA3","Ptg-2|TGFB1I4|TSC22","REPA3","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.31","-","-","Exogenous expression of bait","-","BIOGRID"
243218,6623,4172,112507,110340,"-","RP1-108C2.3","SNCG","MCM3","BCSG1|SR","HCC5|P1-MCM3|P1.h|RLFB","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.306","-","-","Exogenous expression of bait","-","BIOGRID"
243220,7327,11151,113175,116322,"-","-","UBE2G2","CORO1A","UBC7","CLABP|CLIPINA|HCORO1|IMD8|TACO|p57","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.306","-","-","Exogenous expression of bait","-","BIOGRID"
243269,6623,8880,112507,114399,"-","-","SNCG","FUBP1","BCSG1|SR","FBP|FUBP","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.302","-","-","Exogenous expression of bait","-","BIOGRID"
243301,8848,9276,114374,114693,"RP11-269C23.2","-","TSC22D1","COPB2","Ptg-2|TGFB1I4|TSC22","beta-COP","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.3","-","-","Exogenous expression of bait","-","BIOGRID"
243302,8848,58477,114374,121810,"RP11-269C23.2","PSEC0230","TSC22D1","SRPRB","Ptg-2|TGFB1I4|TSC22","APMCF1","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","0.3","-","-","Exogenous expression of bait","-","BIOGRID"
243368,5970,10788,111902,116004,"-","-","RELA","IQGAP2","NFKB3|p65","-","Affinity Capture-MS","physical","Bouwmeester T (2004)",14743216,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
243460,2132,6623,108433,112507,"-","-","EXT2","SNCG","SOTV","BCSG1|SR","Affinity Capture-MS","physical","Ewing RM (2007)",17353931,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","Exogenous expression of bait","-","BIOGRID"
243818,580,3014,107056,109268,"-","-","BARD1","H2AFX","-","H2A.X|H2A/X|H2AX","Reconstituted Complex","physical","Mallery DL (2002)",12485996,"Homo sapiens","Homo sapiens","Low Throughput","-","Ubiquitination","-","Auto-polyubiquitylation potentiates the E3 ubiquitin ligase activity of the BRCA1/BARD1 complex >20-fold;RING domains of BRCA1 and BARD1, while necessary, are not sufficient for E3 activity, and sequences outside the RING domains make an important contrib","-","BIOGRID"
243819,672,3014,107140,109268,"-","-","BRCA1","H2AFX","BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53","H2A.X|H2A/X|H2AX","Reconstituted Complex","physical","Mallery DL (2002)",12485996,"Homo sapiens","Homo sapiens","Low Throughput","-","Ubiquitination","-","Auto-polyubiquitylation potentiates the E3 ubiquitin ligase activity of the BRCA1/BARD1 complex >20-fold;RING domains of BRCA1 and BARD1, while necessary, are not sufficient for E3 activity, and sequences outside the RING domains make an important contrib","-","BIOGRID"
243888,641,3014,107110,109268,"-","-","BLM","H2AFX","BS|RECQ2|RECQL2|RECQL3","H2A.X|H2A/X|H2AX","Affinity Capture-Western","physical","Sengupta S (2004)",15364958,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","BLM facilitated physical interaction between p53 and 53BP1, 53BP1 was required for efficient accumulation of both BLM and p53 at the sites of stalled replication. The accumulation of BLM/53BP1 foci and the physical interaction between them was independent","-","BIOGRID"
243889,641,3014,107110,109268,"-","-","BLM","H2AFX","BS|RECQ2|RECQL2|RECQL3","H2A.X|H2A/X|H2AX","Co-localization","physical","Sengupta S (2004)",15364958,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","BLM facilitated physical interaction between p53 and 53BP1, 53BP1 was required for efficient accumulation of both BLM and p53 at the sites of stalled replication. The accumulation of BLM/53BP1 foci and the physical interaction between them was independent","-","BIOGRID"
243890,7158,3014,113011,109268,"-","-","TP53BP1","H2AFX","53BP1|p202","H2A.X|H2A/X|H2AX","Affinity Capture-Western","physical","Sengupta S (2004)",15364958,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","BLM facilitated physical interaction between p53 and 53BP1, 53BP1 was required for efficient accumulation of both BLM and p53 at the sites of stalled replication. The accumulation of BLM/53BP1 foci and the physical interaction between them was independent","-","BIOGRID"
243891,7158,3014,113011,109268,"-","-","TP53BP1","H2AFX","53BP1|p202","H2A.X|H2A/X|H2AX","Co-localization","physical","Sengupta S (2004)",15364958,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","BLM facilitated physical interaction between p53 and 53BP1, 53BP1 was required for efficient accumulation of both BLM and p53 at the sites of stalled replication. The accumulation of BLM/53BP1 foci and the physical interaction between them was independent","-","BIOGRID"
243917,3014,672,109268,107140,"-","-","H2AFX","BRCA1","H2A.X|H2A/X|H2AX","BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53","Co-localization","physical","Paull TT (2000)",10959836,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","BRCA1 also colocalized with gamma-H2AX and was recruited to these sites before Rad50 or Rad50","-","BIOGRID"
243918,3014,10111,109268,115417,"-","-","H2AFX","RAD50","H2A.X|H2A/X|H2AX","NBSLD|RAD502|hRad50","Co-localization","physical","Paull TT (2000)",10959836,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","BRCA1 also colocalized with gamma-H2AX and was recruited to these sites before Rad50 or Rad51","-","BIOGRID"
243919,3014,5888,109268,111825,"-","-","H2AFX","RAD51","H2A.X|H2A/X|H2AX","BRCC5|HRAD51|HsRad51|HsT16930|MRMV2|RAD51A|RECA","Co-localization","physical","Paull TT (2000)",10959836,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","BRCA1 also colocalized with gamma-H2AX and was recruited to these sites before Rad50 or Rad52","-","BIOGRID"
244131,4091,1487,110266,107869,"-","-","SMAD6","CTBP1","AOVD2|HsT17432|MADH6|MADH7","BARS","Affinity Capture-Western","physical","Lin X (2003)",14645520,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","CtBP-binding motif, PLDLS, was identified in the linker region of Smad6; mutation in the motif abolished the Smad6 binding to CtBP and subsequently its repressor activity of transcription","-","BIOGRID"
244185,63967,672,122015,107140,"-","-","CLSPN","BRCA1","-","BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53","Affinity Capture-Western","physical","Lin SY (2004)",15096610,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","DNA damage induces the formation of a complex between Claspin and BRCA1, a second regulator of Chk1 activation. Claspin was found to control BRCA1 phosphorylation on serine 1524, a site whose phosphorylation is controlled by the ATR pathway","-","BIOGRID"
244394,9656,3014,115014,109268,"DAAP-285E11.7","-","MDC1","H2AFX","NFBD1","H2A.X|H2A/X|H2AX","Reconstituted Complex","physical","Stewart GS (2003)",12607005,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","H2AX is required for MDC1 foci formation, and MDC1 forms complexes with phosphorylated H2AX. Furthermore, this interaction is phosphorylation dependent as peptides containing the phosphorylated site on H2AX bind MDC1 in a phosphorylation-dependent manner","-","BIOGRID"
244395,9656,3014,115014,109268,"DAAP-285E11.7","-","MDC1","H2AFX","NFBD1","H2A.X|H2A/X|H2AX","Affinity Capture-Western","physical","Stewart GS (2003)",12607005,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","H2AX is required for MDC1 foci formation, and MDC1 forms complexes with phosphorylated H2AX. Furthermore, this interaction is phosphorylation dependent as peptides containing the phosphorylated site on H2AX bind MDC1 in a phosphorylation-dependent manner|figure 4c.","-","BIOGRID"
244396,7158,3014,113011,109268,"-","-","TP53BP1","H2AFX","53BP1|p202","H2A.X|H2A/X|H2AX","Co-localization","physical","Fernandez-Capetillo O (2002)",12447390,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","H2AX-mediated concentration of 53BP1 at double-strand breaks is essential for the amplification of signals","-","BIOGRID"
244417,4092,657,110267,107125,"-","-","SMAD7","BMPR1A","CRCS3|MADH7|MADH8","10q23del|ACVRLK3|ALK3|CD292|SKR5","Affinity Capture-Western","physical","Mochizuki T (2004)",15148321,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Identified four basic amino acid residues (Lys-312, Lys-316, Lys-401, and Arg-409) in the basic surface of the Smad7 MH2 domain that play important roles in interaction with type I receptors","-","BIOGRID"
244418,4092,7046,110267,112904,"-","RP11-96L7.1","SMAD7","TGFBR1","CRCS3|MADH7|MADH8","AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I","Affinity Capture-Western","physical","Mochizuki T (2004)",15148321,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Identified four basic amino acid residues (Lys-312, Lys-316, Lys-401, and Arg-409) in the basic surface of the Smad7 MH2 domain that play important roles in interaction with type I receptors","-","BIOGRID"
244549,4683,3014,110763,109268,"-","-","NBN","H2AFX","AT-V1|AT-V2|ATV|NBS|NBS1|P95","H2A.X|H2A/X|H2AX","Affinity Capture-Western","physical","Kobayashi J (2002)",12419185,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Interaction was reduced when anti-gamma-H2AX antibody was introduced into normal cells and was also delayed in AT cells, which lack the kinase activity for phosphorylation of H2AX;FHA/BRCT domain of NBS1 is essential for this physical interaction","-","BIOGRID"
244550,4683,3014,110763,109268,"-","-","NBN","H2AFX","AT-V1|AT-V2|ATV|NBS|NBS1|P95","H2A.X|H2A/X|H2AX","Reconstituted Complex","physical","Kobayashi J (2002)",12419185,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Interaction was reduced when anti-gamma-H2AX antibody was introduced into normal cells and was also delayed in AT cells, which lack the kinase activity for phosphorylation of H2AX;FHA/BRCT domain of NBS1 is essential for this physical interaction","-","BIOGRID"
244584,675,8850,107142,114375,"RP11-298P3.4","-","BRCA2","KAT2B","BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11","CAF|P/CAF|PCAF","Affinity Capture-Western","physical","Lin HR (2003)",12815053,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","M phase hyperphosphorylated form of BRCA2 no longer associates with the P/CAF","-","BIOGRID"
244604,595,367,107067,106862,"-","RP11-383C12.1","CCND1","AR","BCL1|D11S287E|PRAD1|U21B31","AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM","Affinity Capture-Western","physical","Petre-Draviam CE (2005)",15558026,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Map the region of cyclin D1 required for binding and repression of the androgen receptor (AR) to a central, exclusively alpha-helical domain","-","BIOGRID"
244605,595,367,107067,106862,"-","RP11-383C12.1","CCND1","AR","BCL1|D11S287E|PRAD1|U21B31","AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM","Reconstituted Complex","physical","Petre-Draviam CE (2005)",15558026,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Map the region of cyclin D1 required for binding and repression of the androgen receptor (AR) to a central, exclusively alpha-helical domain","-","BIOGRID"
244606,595,8841,107067,114368,"-","-","CCND1","HDAC3","BCL1|D11S287E|PRAD1|U21B31","HD3|RPD3|RPD3-2","Affinity Capture-Western","physical","Petre-Draviam CE (2005)",15558026,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Map the region of cyclin D1 required for binding and repression to a central, exclusively alpha-helical domain","-","BIOGRID"
244623,675,8850,107142,114375,"RP11-298P3.4","-","BRCA2","KAT2B","BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11","CAF|P/CAF|PCAF","Affinity Capture-Western","physical","Fuks F (1998)",9824164,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Mediated by residues 290-453 of BRCA2","-","BIOGRID"
244624,675,8850,107142,114375,"RP11-298P3.4","-","BRCA2","KAT2B","BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11","CAF|P/CAF|PCAF","Reconstituted Complex","physical","Fuks F (1998)",9824164,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Mediated by residues 290-453 of BRCA2","-","BIOGRID"
244643,8204,1487,113843,107869,"-","-","NRIP1","CTBP1","RIP140","BARS","Reconstituted Complex","physical","Castet A (2004)",15060175,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Motif PIDLS differentially required for in vitro interaction","-","BIOGRID"
244644,8204,1488,113843,107870,"-","RP11-59C5.2","NRIP1","CTBP2","RIP140","-","Reconstituted Complex","physical","Castet A (2004)",15060175,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Motif PINLS differentially required for in vitro interaction","-","BIOGRID"
244819,7158,3014,113011,109268,"-","-","TP53BP1","H2AFX","53BP1|p202","H2A.X|H2A/X|H2AX","Protein-peptide","physical","Ward IM (2003)",12697768,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Region upstream of the 53BP1 C terminus that is required and sufficient for the recruitment of 53BP1 to these DNA break areas;binds to phosphorylated but not unphosphorylated H2AX;phosphorylation of H2AX at serine 140 is critical for efficient 53BP1 foci","-","BIOGRID"
244967,2810,79801,109072,122898,"-","-","SFN","SHCBP1","YWHAS","PAL","Affinity Capture-MS","physical","Benzinger A (2005)",15778465,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","Tandem affinity purification (TAP) and the multidimensional protein identification technology (MudPIT)","-","BIOGRID"
245518,4092,1499,110267,107880,"-","OK/SW-cl.35","SMAD7","CTNNB1","CRCS3|MADH7|MADH8","CTNNB|MRD19|armadillo","Affinity Capture-Western","physical","Edlund S (2005)",15684397,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
245519,4092,1499,110267,107880,"-","OK/SW-cl.35","SMAD7","CTNNB1","CRCS3|MADH7|MADH8","CTNNB|MRD19|armadillo","Co-localization","physical","Edlund S (2005)",15684397,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
245663,8204,10014,113843,115331,"-","-","NRIP1","HDAC5","RIP140","HD5|NY-CO-9","Reconstituted Complex","physical","Castet A (2004)",15060175,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
245664,8204,10014,113843,115331,"-","-","NRIP1","HDAC5","RIP140","HD5|NY-CO-9","Co-localization","physical","Castet A (2004)",15060175,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
245693,4092,51176,110267,119354,"-","-","SMAD7","LEF1","CRCS3|MADH7|MADH8","LEF-1|TCF10|TCF1ALPHA|TCF7L3","Affinity Capture-Western","physical","Edlund S (2005)",15684397,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
245769,1487,8850,107869,114375,"-","-","CTBP1","KAT2B","BARS","CAF|P/CAF|PCAF","Biochemical Activity","physical","Fuks F (1998)",9824164,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
245770,8031,8850,113726,114375,"RP11-481A12.4","-","NCOA4","KAT2B","ARA70|ELE1|PTC3|RFG","CAF|P/CAF|PCAF","Reconstituted Complex","physical","Alen P (1999)",9892017,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
251704,10580,867,115831,107315,"RP11-476E15.1","-","SORBS1","CBL","CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1","C-CBL|CBL2|FRA11B|NSLL|RNF55","Affinity Capture-Western","physical","Haglund K (2004)",15128873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
251708,867,10580,107315,115831,"-","RP11-476E15.1","CBL","SORBS1","C-CBL|CBL2|FRA11B|NSLL|RNF55","CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1","Affinity Capture-Western","physical","Haglund K (2004)",15128873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
251711,10211,10580,115506,115831,"DADB-118P11.2","RP11-476E15.1","FLOT1","SORBS1","-","CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1","Affinity Capture-Western","physical","Haglund K (2004)",15128873,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
251874,672,63967,107140,122015,"-","-","BRCA1","CLSPN","BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53","-","Affinity Capture-Western","physical","Lin SY (2004)",15096610,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
252165,53407,9183,119782,114620,"GIG9","-","STX18","ZW10","Ufe1","HZW10|KNTC1AP","Affinity Capture-MS","physical","Hirose H (2004)",15029241,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
252170,53407,9183,119782,114620,"GIG9","-","STX18","ZW10","Ufe1","HZW10|KNTC1AP","Affinity Capture-Western","physical","Hirose H (2004)",15029241,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
252175,60561,9183,121942,114620,"-","-","RINT1","ZW10","RINT-1","HZW10|KNTC1AP","Affinity Capture-Western","physical","Hirose H (2004)",15029241,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
252177,9183,60561,114620,121942,"-","-","ZW10","RINT1","HZW10|KNTC1AP","RINT-1","Affinity Capture-Western","physical","Hirose H (2004)",15029241,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
252178,9183,53407,114620,119782,"-","GIG9","ZW10","STX18","HZW10|KNTC1AP","Ufe1","Affinity Capture-Western","physical","Hirose H (2004)",15029241,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
252179,9183,60561,114620,121942,"-","-","ZW10","RINT1","HZW10|KNTC1AP","RINT-1","Two-hybrid","physical","Hirose H (2004)",15029241,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
252251,6272,4803,112180,110869,"-","-","SORT1","NGF","Gp95|LDLCQ6|NT3","Beta-NGF|HSAN5|NGFB","Reconstituted Complex","physical","Nykjaer A (2004)",14985763,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
