Interactor A Genes,Interactor B Genes,Combined Score,Taxid interactor A,Taxid interactor B,Genes,Log2FoldChange,FoldChange,Regulation
SS18,ARID1B,0.989,Homo sapiens,Homo sapiens,SS18,-1.18562307916851,2.27461610823799,DownRegulated
ARID2,SS18,0.961,Homo sapiens,Homo sapiens,SS18,-1.18562307916851,2.27461610823799,DownRegulated
AFF4,ELL2,0.999,Homo sapiens,Homo sapiens,AFF4,1.18526614175172,2.27405341470434,UpRegulated
AFF4,ELL,0.999,Homo sapiens,Homo sapiens,AFF4,1.18526614175172,2.27405341470434,UpRegulated
ELL2,AFF4,0.999,Homo sapiens,Homo sapiens,AFF4,1.18526614175172,2.27405341470434,UpRegulated
AFF4,AFF1,0.999,Homo sapiens,Homo sapiens,AFF4,1.18526614175172,2.27405341470434,UpRegulated
ELL,AFF4,0.999,Homo sapiens,Homo sapiens,AFF4,1.18526614175172,2.27405341470434,UpRegulated
AFF1,AFF4,0.999,Homo sapiens,Homo sapiens,AFF4,1.18526614175172,2.27405341470434,UpRegulated
ATG4A,ULK1,0.933,Homo sapiens,Homo sapiens,ATG4A,1.1825815391061,2.26982573452256,UpRegulated
ATG4A,MAP1LC3B,0.92,Homo sapiens,Homo sapiens,ATG4A,1.1825815391061,2.26982573452256,UpRegulated
MAP1LC3B,ATG4A,0.92,Homo sapiens,Homo sapiens,ATG4A,1.1825815391061,2.26982573452256,UpRegulated
ULK1,ATG4A,0.933,Homo sapiens,Homo sapiens,ATG4A,1.1825815391061,2.26982573452256,UpRegulated
PRKAG2,PRKAB2,0.999,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
PRKAB2,TSC2,0.937,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
PRKAB2,PRKAG2,0.999,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
LIPE,PRKAB2,0.911,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
TSC2,PRKAB2,0.937,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
PRKAB2,LIPE,0.911,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
CRY2,PRKAB2,0.914,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
PRKAB2,CRY2,0.914,Homo sapiens,Homo sapiens,PRKAB2,1.17836766605707,2.26320562266766,UpRegulated
HOXB13,MEIS2,0.927,Homo sapiens,Homo sapiens,HOXB13,1.17714570840795,2.26128950701435,UpRegulated
MEIS2,HOXB13,0.927,Homo sapiens,Homo sapiens,HOXB13,1.17714570840795,2.26128950701435,UpRegulated
RAD9A,MDC1,0.922,Homo sapiens,Homo sapiens,MDC1,-1.17517775835736,2.25820703226677,DownRegulated
NBN,MDC1,0.994,Homo sapiens,Homo sapiens,MDC1,-1.17517775835736,2.25820703226677,DownRegulated
KAT5,MDC1,0.91,Homo sapiens,Homo sapiens,MDC1,-1.17517775835736,2.25820703226677,DownRegulated
MDC1,KAT5,0.91,Homo sapiens,Homo sapiens,MDC1,-1.17517775835736,2.25820703226677,DownRegulated
MDC1,RAD9A,0.922,Homo sapiens,Homo sapiens,MDC1,-1.17517775835736,2.25820703226677,DownRegulated
MDC1,NBN,0.994,Homo sapiens,Homo sapiens,MDC1,-1.17517775835736,2.25820703226677,DownRegulated
STX5,COG8,0.914,Homo sapiens,Homo sapiens,COG8,-1.17509337505096,2.25807495348516,DownRegulated
COG8,STX5,0.914,Homo sapiens,Homo sapiens,COG8,-1.17509337505096,2.25807495348516,DownRegulated
TPMT,CYP2D6,0.917,Homo sapiens,Homo sapiens,CYP2D6,1.17500149002019,2.25793114160978,UpRegulated
CYP2D6,CYP1A1,0.936,Homo sapiens,Homo sapiens,CYP2D6,1.17500149002019,2.25793114160978,UpRegulated
CYP2D6,TPMT,0.917,Homo sapiens,Homo sapiens,CYP2D6,1.17500149002019,2.25793114160978,UpRegulated
CYP1A1,CYP2D6,0.936,Homo sapiens,Homo sapiens,CYP2D6,1.17500149002019,2.25793114160978,UpRegulated
USP20,ADRB2,0.926,Homo sapiens,Homo sapiens,USP20,1.17392736438085,2.25625067620657,UpRegulated
ADRB2,USP20,0.926,Homo sapiens,Homo sapiens,USP20,1.17392736438085,2.25625067620657,UpRegulated
PER1,CRY2,0.998,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
CRY2,PRKAG2,0.904,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
PRKAB2,CRY2,0.914,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
NPAS2,CRY2,0.998,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
FBXL3,CRY2,0.999,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
CRY2,PRKAB2,0.914,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
PRKAG2,CRY2,0.904,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
CRY2,PER1,0.998,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
CRY2,NPAS2,0.998,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
CRY2,FBXL3,0.999,Homo sapiens,Homo sapiens,CRY2,1.17355028010607,2.25566102597067,UpRegulated
JARID2,PHF19,0.995,Homo sapiens,Homo sapiens,JARID2,1.17291139502954,2.25466234705219,UpRegulated
JARID2,PHF1,0.982,Homo sapiens,Homo sapiens,JARID2,1.17291139502954,2.25466234705219,UpRegulated
PHF1,JARID2,0.982,Homo sapiens,Homo sapiens,JARID2,1.17291139502954,2.25466234705219,UpRegulated
PHF19,JARID2,0.995,Homo sapiens,Homo sapiens,JARID2,1.17291139502954,2.25466234705219,UpRegulated
CLDN7,TACSTD2,0.966,Homo sapiens,Homo sapiens,TACSTD2,-1.17007112255006,2.25022789926719,DownRegulated
TACSTD2,CLDN7,0.966,Homo sapiens,Homo sapiens,TACSTD2,-1.17007112255006,2.25022789926719,DownRegulated
SLC31A1,ATP7B,0.943,Homo sapiens,Homo sapiens,ATP7B,1.16834093756903,2.24753087961499,UpRegulated
ATP7B,SLC31A1,0.943,Homo sapiens,Homo sapiens,ATP7B,1.16834093756903,2.24753087961499,UpRegulated
ATP7B,SLC31A2,0.93,Homo sapiens,Homo sapiens,ATP7B,1.16834093756903,2.24753087961499,UpRegulated
SLC31A2,ATP7B,0.93,Homo sapiens,Homo sapiens,ATP7B,1.16834093756903,2.24753087961499,UpRegulated
NUMBL,EPS15L1,0.925,Homo sapiens,Homo sapiens,EPS15L1,1.16830454576666,2.24747418664407,UpRegulated
FCHO1,EPS15L1,0.959,Homo sapiens,Homo sapiens,EPS15L1,1.16830454576666,2.24747418664407,UpRegulated
EPS15L1,AP2A1,0.907,Homo sapiens,Homo sapiens,EPS15L1,1.16830454576666,2.24747418664407,UpRegulated
EPS15L1,NUMBL,0.925,Homo sapiens,Homo sapiens,EPS15L1,1.16830454576666,2.24747418664407,UpRegulated
AP2A1,EPS15L1,0.907,Homo sapiens,Homo sapiens,EPS15L1,1.16830454576666,2.24747418664407,UpRegulated
EPS15L1,FCHO1,0.959,Homo sapiens,Homo sapiens,EPS15L1,1.16830454576666,2.24747418664407,UpRegulated
STIM1,ITPR1,0.953,Homo sapiens,Homo sapiens,STIM1,1.16783510645665,2.24674299878518,UpRegulated
ITPR1,STIM1,0.953,Homo sapiens,Homo sapiens,STIM1,1.16783510645665,2.24674299878518,UpRegulated
RBX1,DET1,0.999,Homo sapiens,Homo sapiens,DET1,-1.165420013768,2.24298506430155,DownRegulated
ETV5,DET1,0.906,Homo sapiens,Homo sapiens,DET1,-1.165420013768,2.24298506430155,DownRegulated
DET1,ETV5,0.906,Homo sapiens,Homo sapiens,DET1,-1.165420013768,2.24298506430155,DownRegulated
DET1,RBX1,0.999,Homo sapiens,Homo sapiens,DET1,-1.165420013768,2.24298506430155,DownRegulated
ATP8A1,TMEM30B,0.916,Homo sapiens,Homo sapiens,TMEM30B,-1.16419513438805,2.24108152951995,DownRegulated
TMEM30B,ATP8A1,0.916,Homo sapiens,Homo sapiens,TMEM30B,-1.16419513438805,2.24108152951995,DownRegulated
E2F3,CCNA2,0.965,Homo sapiens,Homo sapiens,E2F3,-1.16392677764229,2.24066470309553,DownRegulated
CCNA2,E2F3,0.965,Homo sapiens,Homo sapiens,E2F3,-1.16392677764229,2.24066470309553,DownRegulated
KREMEN2,DKK1,0.999,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
DKK1,KREMEN1,0.999,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
DKK1,LRP6,0.999,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
WNT4,DKK1,0.905,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
DKK1,WNT4,0.905,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
DKK1,KREMEN2,0.999,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
LRP6,DKK1,0.999,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
KREMEN1,DKK1,0.999,Homo sapiens,Homo sapiens,DKK1,-1.16300393768765,2.23923188905315,DownRegulated
MRPL19,FANCE,0.971,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL19,MRPL27,0.999,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MTIF2,MRPL19,0.983,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
FLT3LG,MRPL19,0.971,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL19,MRPL50,0.981,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL50,MRPL19,0.981,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL19,FLT3LG,0.971,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL54,MRPL19,0.966,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL19,MRPL54,0.966,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL19,MTIF2,0.983,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL27,MRPL19,0.999,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL19,MRPL15,0.983,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
FANCE,MRPL19,0.971,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
MRPL15,MRPL19,0.983,Homo sapiens,Homo sapiens,MRPL19,-1.15935072820731,2.23356885255595,DownRegulated
SNRNP48,SNRNP35,0.992,Homo sapiens,Homo sapiens,SNRNP35,-1.15763242065723,2.2309101662498,DownRegulated
SNRNP35,SNRNP48,0.992,Homo sapiens,Homo sapiens,SNRNP35,-1.15763242065723,2.2309101662498,DownRegulated
SNRPE,SNRNP35,0.986,Homo sapiens,Homo sapiens,SNRNP35,-1.15763242065723,2.2309101662498,DownRegulated
SNRNP35,SNRPE,0.986,Homo sapiens,Homo sapiens,SNRNP35,-1.15763242065723,2.2309101662498,DownRegulated
ITGA3,THBS1,0.965,Homo sapiens,Homo sapiens,ITGA3,1.15363921667875,2.2247438166929,UpRegulated
ITGB7,ITGA3,0.95,Homo sapiens,Homo sapiens,ITGA3,1.15363921667875,2.2247438166929,UpRegulated
LAMA3,ITGA3,0.919,Homo sapiens,Homo sapiens,ITGA3,1.15363921667875,2.2247438166929,UpRegulated
THBS1,ITGA3,0.965,Homo sapiens,Homo sapiens,ITGA3,1.15363921667875,2.2247438166929,UpRegulated
ITGA3,ITGB7,0.95,Homo sapiens,Homo sapiens,ITGA3,1.15363921667875,2.2247438166929,UpRegulated
ITGA3,LAMA3,0.919,Homo sapiens,Homo sapiens,ITGA3,1.15363921667875,2.2247438166929,UpRegulated
HNRNPA1,HNRNPH3,0.98,Homo sapiens,Homo sapiens,HNRNPH3,-1.15305055031396,2.22383623423905,DownRegulated
HNRNPH3,HNRNPM,0.945,Homo sapiens,Homo sapiens,HNRNPH3,-1.15305055031396,2.22383623423905,DownRegulated
HNRNPM,HNRNPH3,0.945,Homo sapiens,Homo sapiens,HNRNPH3,-1.15305055031396,2.22383623423905,DownRegulated
HNRNPH3,HNRNPA1,0.98,Homo sapiens,Homo sapiens,HNRNPH3,-1.15305055031396,2.22383623423905,DownRegulated
PIP5K1B,PI4KA,0.958,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
PI4KA,PI4K2A,0.976,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
PI4KA,PIP5K1B,0.958,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
PI4KA,PIP5KL1,0.937,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
PIP5KL1,PI4KA,0.937,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
PIP5K1C,PI4KA,0.966,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
PI4KA,PIP5K1C,0.966,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
PI4K2A,PI4KA,0.976,Homo sapiens,Homo sapiens,PI4KA,1.1524622656869,2.22292961022079,UpRegulated
LRP6,KREMEN1,0.997,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
FZD2,LRP6,0.95,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
FZD4,LRP6,0.999,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
FZD5,LRP6,0.976,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
KREMEN2,LRP6,0.909,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
KREMEN1,LRP6,0.997,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
WNT4,LRP6,0.912,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,FZD4,0.999,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,DKK1,0.999,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
WNT7B,LRP6,0.953,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,FZD5,0.976,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,SERPINF1,0.941,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
SERPINF1,LRP6,0.941,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,WNT7B,0.953,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
DKK1,LRP6,0.999,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,KREMEN2,0.909,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,FZD2,0.95,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
LRP6,WNT4,0.912,Homo sapiens,Homo sapiens,LRP6,1.1508249127019,2.22040817935494,UpRegulated
TAF9B,GTF2B,0.958,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
USP22,TAF9B,0.993,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
TADA1,TAF9B,0.994,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
TAF9B,TADA1,0.994,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
TAF9B,TADA2A,0.993,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
TAF9B,GTF2H5,0.907,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
TAF9B,USP22,0.993,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
TADA2A,TAF9B,0.993,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
GTF2B,TAF9B,0.958,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
GTF2H5,TAF9B,0.907,Homo sapiens,Homo sapiens,TAF9B,-1.15073352560315,2.22026753269776,DownRegulated
TAF9B,USP22,0.993,Homo sapiens,Homo sapiens,USP22,-1.15008065838202,2.21926301551272,DownRegulated
TADA1,USP22,0.984,Homo sapiens,Homo sapiens,USP22,-1.15008065838202,2.21926301551272,DownRegulated
USP22,TADA1,0.984,Homo sapiens,Homo sapiens,USP22,-1.15008065838202,2.21926301551272,DownRegulated
USP22,TADA2A,0.992,Homo sapiens,Homo sapiens,USP22,-1.15008065838202,2.21926301551272,DownRegulated
TADA2A,USP22,0.992,Homo sapiens,Homo sapiens,USP22,-1.15008065838202,2.21926301551272,DownRegulated
USP22,TAF9B,0.993,Homo sapiens,Homo sapiens,USP22,-1.15008065838202,2.21926301551272,DownRegulated
DHRS3,ALDH1A3,0.961,Homo sapiens,Homo sapiens,DHRS3,-1.14920034785036,2.21790926809551,DownRegulated
ALDH1A3,DHRS3,0.961,Homo sapiens,Homo sapiens,DHRS3,-1.14920034785036,2.21790926809551,DownRegulated
DGAT1,DHRS3,0.921,Homo sapiens,Homo sapiens,DHRS3,-1.14920034785036,2.21790926809551,DownRegulated
DHRS9,DHRS3,0.951,Homo sapiens,Homo sapiens,DHRS3,-1.14920034785036,2.21790926809551,DownRegulated
DHRS3,DGAT1,0.921,Homo sapiens,Homo sapiens,DHRS3,-1.14920034785036,2.21790926809551,DownRegulated
DHRS3,DHRS9,0.951,Homo sapiens,Homo sapiens,DHRS3,-1.14920034785036,2.21790926809551,DownRegulated
RNF41,CLEC16A,0.903,Homo sapiens,Homo sapiens,RNF41,1.14873829820774,2.2171990555626,UpRegulated
CLEC16A,RNF41,0.903,Homo sapiens,Homo sapiens,RNF41,1.14873829820774,2.2171990555626,UpRegulated
UBXN4,UBXN8,0.956,Homo sapiens,Homo sapiens,UBXN4,-1.14555264921141,2.21230860730187,DownRegulated
UBXN8,UBXN4,0.956,Homo sapiens,Homo sapiens,UBXN4,-1.14555264921141,2.21230860730187,DownRegulated
CPT1A,ACSL1,0.975,Homo sapiens,Homo sapiens,CPT1A,1.14204137413167,2.2069307703375,UpRegulated
ACSL3,CPT1A,0.955,Homo sapiens,Homo sapiens,CPT1A,1.14204137413167,2.2069307703375,UpRegulated
CPT1A,ACSL3,0.955,Homo sapiens,Homo sapiens,CPT1A,1.14204137413167,2.2069307703375,UpRegulated
ACSL1,CPT1A,0.975,Homo sapiens,Homo sapiens,CPT1A,1.14204137413167,2.2069307703375,UpRegulated
BAHD1,SIRT2,0.904,Homo sapiens,Homo sapiens,BAHD1,1.1416019172375,2.20625862326749,UpRegulated
SIRT2,BAHD1,0.904,Homo sapiens,Homo sapiens,BAHD1,1.1416019172375,2.20625862326749,UpRegulated
HEXIM2,MEPCE,0.998,Homo sapiens,Homo sapiens,HEXIM2,-1.13982326707148,2.20354027727933,DownRegulated
HEXIM2,HEXIM1,0.995,Homo sapiens,Homo sapiens,HEXIM2,-1.13982326707148,2.20354027727933,DownRegulated
HEXIM2,LARP7,0.998,Homo sapiens,Homo sapiens,HEXIM2,-1.13982326707148,2.20354027727933,DownRegulated
HEXIM1,HEXIM2,0.995,Homo sapiens,Homo sapiens,HEXIM2,-1.13982326707148,2.20354027727933,DownRegulated
LARP7,HEXIM2,0.998,Homo sapiens,Homo sapiens,HEXIM2,-1.13982326707148,2.20354027727933,DownRegulated
MEPCE,HEXIM2,0.998,Homo sapiens,Homo sapiens,HEXIM2,-1.13982326707148,2.20354027727933,DownRegulated
CCNB1,CDKN1A,0.977,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,CDC25C,0.991,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
NCAPG,CCNB1,0.962,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
NUF2,CCNB1,0.967,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
TTK,CCNB1,0.936,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,NDC80,0.981,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,AURKA,0.979,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,KIF20A,0.954,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,GADD45A,0.983,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,NUF2,0.967,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
XPO1,CCNB1,0.931,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
PLK1,CCNB1,0.999,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,CDCA3,0.936,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,NCAPG,0.962,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,TP53,0.914,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,KIF15,0.916,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB2,CCNB1,0.998,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CENPA,CCNB1,0.953,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,XPO1,0.931,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,TTK,0.936,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,BCLAF1,0.94,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNA2,CCNB1,0.995,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
KIF20A,CCNB1,0.954,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,HMMR,0.942,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,ZWINT,0.95,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
TP53,CCNB1,0.914,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
RACGAP1,CCNB1,0.952,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,CCNA2,0.995,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,CENPA,0.953,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,RACGAP1,0.952,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,GADD45B,0.97,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
NDC80,CCNB1,0.981,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
GADD45B,CCNB1,0.97,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
KIF15,CCNB1,0.916,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
ZWINT,CCNB1,0.95,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
BCLAF1,CCNB1,0.94,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CDC25C,CCNB1,0.991,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
GADD45A,CCNB1,0.983,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
HMMR,CCNB1,0.942,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
AURKA,CCNB1,0.979,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CDCA3,CCNB1,0.936,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,PLK1,0.999,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CCNB1,CCNB2,0.998,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
CDKN1A,CCNB1,0.977,Homo sapiens,Homo sapiens,CCNB1,-1.13976689955658,2.20345418447423,DownRegulated
LPCAT3,LPCAT2,0.97,Homo sapiens,Homo sapiens,LPCAT3,1.13825818851699,2.20115110730449,UpRegulated
LPCAT2,LPCAT3,0.97,Homo sapiens,Homo sapiens,LPCAT3,1.13825818851699,2.20115110730449,UpRegulated
LPCAT3,PLD2,0.906,Homo sapiens,Homo sapiens,LPCAT3,1.13825818851699,2.20115110730449,UpRegulated
LPCAT3,MBOAT2,0.93,Homo sapiens,Homo sapiens,LPCAT3,1.13825818851699,2.20115110730449,UpRegulated
PLD2,LPCAT3,0.906,Homo sapiens,Homo sapiens,LPCAT3,1.13825818851699,2.20115110730449,UpRegulated
MBOAT2,LPCAT3,0.93,Homo sapiens,Homo sapiens,LPCAT3,1.13825818851699,2.20115110730449,UpRegulated
FBXO2,BTRC,0.981,Homo sapiens,Homo sapiens,BTRC,1.1372245225476,2.19957458556364,UpRegulated
CDC34,BTRC,0.986,Homo sapiens,Homo sapiens,BTRC,1.1372245225476,2.19957458556364,UpRegulated
BTRC,SNAI1,0.964,Homo sapiens,Homo sapiens,BTRC,1.1372245225476,2.19957458556364,UpRegulated
BTRC,NFKB1,0.964,Homo sapiens,Homo sapiens,BTRC,1.1372245225476,2.19957458556364,UpRegulated
BTRC,RBX1,0.999,Homo sapiens,Homo sapiens,BTRC,1.1372245225476,2.19957458556364,UpRegulated
BTRC,FBXO4,0.945,Homo sapiens,Homo sapiens,BTRC,1.1372245225476,2.19957458556364,UpRegulated
